ACEA,2.8004532475788598e-05
ACEB,6.041266572216156e-06
ACK,0.010624505771708764
ACN_1,4.822896151686525e-07
ACN_2,4.085794039722021e-07
ACS,1.0954692609651574e-05
ATP_MAINTENANCE,0.004339827653954293
ATP_syn,0.001506722601930753
CITRA_SYN,0.012104373406725493
CYTBO,0.001406790159363743
EDA,4.847789213280069e-05
EDD,0.00014421470187654878
ENO,4.337226524996334e-06
FBA,1.4762334347370731e-05
FBP,5.8672968712703e-07
FUMA,8.141749421874955e-08
GDH,0.0005711221621126882
GLT,0.001512360891358645
GND,0.00014882334135624554
GPM,1.7882707371427373e-06
GROWTH,3.1770930178152794e-05
LPD,6.913359274270895e-05
MAD,4.75403572195417e-05
MDH,0.0002030688938543736
MQO,0.00018650978528172686
NADH_req,0.00032874995269540144
NDHII,0.0003737439189458354
PCK,4.287319734868353e-05
PDH,6.532215977494808e-05
PFK,0.0013039779840097715
PGI,4.590282208309735e-05
PGK,8.833679102007025e-09
PGL,4.347059647316631e-07
PIT,3.020038596416707e-05
PPC,0.00021047650050736756
PPS,2.051465285276763e-08
PTA,0.001575157519813619
PYK,0.0003682505717632458
RPE,3.9531647816814716e-07
RPI,9.000800971657383e-07
SDH,3.6531366116518416e-06
SK,9.160256004246692e-10
SQR,4.697773613995468e-08
TPI,3.0087121373144864e-06
XCH_ACE1,9.197514486136704e-10
XCH_ACE2,9.483861638723279e-10
XCH_GLC,4.998269116304743e-11
XCH_P,7.426080301901894e-10
ZWF,0.00029185807017749303
