ACEA,0.023370594950160778
ACEB,0.004945441156623917
ACK,2.751559730965192e-06
ACN_1,9.017935804420119e-06
ACN_2,7.635259033800246e-06
ACS,9.542313032101513e-08
ATP_MAINTENANCE,0.026615634656641844
ATP_syn,0.012328619816427798
CITRA_SYN,0.06474758126583965
CYTBO,0.025992549052397246
EDA,0.0007007135366865029
EDD,0.0020972490885244714
ENO,0.0030383977473746673
FBA,7.647751625634164e-05
FBP,5.045331175741741e-06
FUMA,6.366974890092969e-07
GDH,0.01763113438027499
GLT,0.05436055794337767
GND,0.002077785483397352
GPM,0.0012193188952772556
GROWTH,0.0010245054556837288
LPD,0.020861186704282705
MAD,0.0031686838514966044
MDH,0.0020207909348724518
MQO,0.001893426136024185
NADH_req,0.00040780140481903523
NDHII,0.005026362079406141
PCK,0.0011938492764469698
PDH,0.0001609404857024349
PFK,0.02597362560017362
PGI,0.006358750021808468
PGK,5.9258715993243394e-08
PGL,7.6964478143704e-06
PIT,8.522201682587341e-05
PPC,0.0018220650101559294
PPS,2.3326660303704672e-07
PTA,4.1745609534807326e-07
PYK,0.003613954987283178
RPE,3.6972351575289414e-05
RPI,3.924540363824808e-05
SDH,0.0020092358054133973
SK,3.1842041572915925e-08
SQR,2.7345670647108827e-05
TPI,1.6766233888319826e-05
XCH_ACE1,1.889182456304983e-10
XCH_ACE2,4.6520809426908727e-10
XCH_GLC,1.7186791226309062e-10
XCH_P,2.0905347314359446e-09
ZWF,0.00866818934237278
