ACEA,0.0013012060909775788
ACEB,0.0002873968476117747
ACK,7.156772094188413e-06
ACN_1,1.468412538219166e-05
ACN_2,1.243231920073501e-05
ACS,1.4635032492132938e-07
ATP_MAINTENANCE,0.04039009952337383
ATP_syn,0.014540665180954985
CITRA_SYN,0.14501121680967713
CYTBO,0.03119699248948926
EDA,0.000488600624232248
EDD,0.0014539852276410775
ENO,0.0002242438450861528
FBA,0.00013259640874000583
FBP,1.8618584196120058e-06
FUMA,1.436032289761635e-06
GDH,0.027884287154764934
GLT,0.11906530343321682
GND,0.0014593151228384088
GPM,9.332397151717853e-05
GROWTH,0.0022613557749190313
LPD,0.004819112275891345
MAD,0.0036049433550827126
MDH,0.00310882551964628
MQO,0.0030471112853786356
NADH_req,0.0010425782927777835
NDHII,0.0018764921124120731
PCK,0.002210417086451255
PDH,0.0004977121222545927
PFK,0.03823470809355
PGI,0.003229740364359912
PGK,3.11925451787487e-08
PGL,3.835349466511928e-06
PIT,3.639823436227263e-05
PPC,0.0026803173317882303
PPS,2.2581363529061704e-08
PTA,1.046943248685095e-06
PYK,0.0073006900190688145
RPE,4.5817795399388794e-05
RPI,6.118185039344359e-05
SDH,0.00010594056846265076
SK,6.3831718244422575e-09
SQR,1.3816817436493323e-06
TPI,2.7275072523022525e-05
XCH_ACE1,1.0268691452708367e-10
XCH_ACE2,9.422689711824361e-11
XCH_GLC,1.2980723440580988e-10
XCH_P,8.470515955316671e-10
ZWF,0.0036983146037436604
