CITRA_SYN,0.072571311238197,0.219098991830257,0.14652768059206
ATP_MAINTENANCE,0.06964190953965,0.203938948869241,0.134297039329591
CYTBO,0.099676836169466,0.209261360268428,0.109584524098962
PFK,0.101073663856453,0.202747538041234,0.101673874184781
GLT,0.136008138773944,0.220944423860546,0.084936285086602
GDH,0.155830542672932,0.209664589373218,0.053834046700286
PYK,0.170794592355685,0.204220038766028,0.033425446410343
ATP_syn,0.174731395469256,0.20391681758933,0.029185422120074
ZWF,0.191797114212669,0.207045903568076,0.015248789355407
LPD,0.188867998287246,0.203513143559167,0.014645145271921
GROWTH,0.197132797704241,0.203520660750151,0.00638786304591
GND,0.200327899228048,0.205833404781808,0.00550550555376
EDD,0.199816291438812,0.205079500094135,0.005263208655324
MAD,0.201602755520578,0.205381995521381,0.003779240000803
NADH_req,0.199979146780231,0.203594300781213,0.003615154000981
PDH,0.199059070725222,0.202456752526038,0.003397681800816
ACEA,0.200694395691475,0.202796920832344,0.00210252514087
EDA,0.200420220721506,0.202192385230525,0.001772164509019
MDH,0.201209400655154,0.20295714958577,0.001747748930616
PCK,0.200733533994413,0.202452568610956,0.001719034616543
MQO,0.201269319812078,0.202955861515453,0.001686541703375
PGI,0.200736869017782,0.202247354097602,0.001510485079821
PPC,0.201419582688391,0.202681561349109,0.001261978660718
ACEB,0.201655702744567,0.202128722579668,0.000473019835101
FBA,0.202044058246844,0.202486201653225,0.000442143406381
ENO,0.20169086369442,0.202115940557217,0.000425076862797
SDH,0.201839930970619,0.202096593470451,0.000256662499831
GPM,0.201910993140562,0.202091469208905,0.000180476068343
RPI,0.202067595685025,0.202220860461999,0.000153264776974
NDHII,0.201968802780888,0.202117405321885,0.000148602540997
PIT,0.202070339086559,0.202181525413181,0.000111186326622
TPI,0.20207283141751,0.202163795272118,9.09638546083002E-05
RPE,0.202018429842019,0.202085667450546,6.72376085273096E-05
PGL,0.202077851436457,0.202102939288531,2.50878520737241E-05
ACN_1,0.202079180988559,0.202087246974474,8.06598591440721E-06
ACN_2,0.202079295732526,0.202086123511736,6.82777921010014E-06
ACK,0.202078685621754,0.202083240395631,4.55477387747982E-06
SQR,0.202076813227079,0.202080013564968,3.20033788853147E-06
ACS,0.202079136536662,0.202079879171166,7.4263450403067E-07
FUMA,0.20207975799866,0.202080479165922,7.21167261408251E-07
PTA,0.202079244753094,0.202079919431485,6.74678390877315E-07
FBP,0.202079501648744,0.202079887941914,3.86293170506757E-07
PPS,0.202079511251666,0.20207988648581,3.75234144478487E-07
SK,0.202079763829537,0.202079823637827,5.98082898761732E-08
PGK,0.202079813642118,0.202079857888534,4.4246415475957E-08
XCH_ACE2,0.202079814316891,0.202079823276155,8.95926427491034E-09
XCH_P,0.202079816996974,0.202079822487601,5.49062686983071E-09
XCH_ACE1,0.202079815818116,0.20207981933202,3.51390422315134E-09
XCH_GLC,0.202079816821377,0.202079819492709,2.6713319611904E-09
