PGI,0.13711723696340936,0.17347273842884342
PFK,0.18054818986589888,0.19879714681415567
FBA,0.18036317811335306,0.19867790949632122
TPI,0.18036317811278213,0.19867790950620354
GDH,0.4102250893037882,0.4282443723094406
PGK,0.410225089294556,0.4282443674851354
GPM,0.410100956312877,0.42785465003126566
ENO,0.4101009563127613,0.4278546500307028
PYK,0.1668600004861051,0.17944600737839303
ZWF,0.05647376124031914,0.09286572227295814
PGL,0.05647372988792512,0.09286564266876386
GND,0.0381163059671978,0.06496718981463455
RPE,0.02522361946642545,0.04325181727796472
RPI,0.012892686501609706,0.02171537253353296
X5P_GAP_TKT,0.025223619428679338,0.04325181727333961
F6P_E4P_TKT,0.012564766400076819,0.021610924534815425
S7P_R5P_TKT,0.012658853546445272,0.021640892739065803
F6P_GAP_TAL,0.012658853406476048,0.02164089273708242
S7P_E4P_TAL,0.012658853115013172,0.02164089273648828
FBP,0.00011923748493412893,0.00018501175199682574
PPC,0.05164527671273021,0.06208888495532517
PCK,0.038438936157999475,0.04380655446603289
PPS,8.427291837096e-06,8.8224928692599e-06
MAD,0.03048220836804464,0.031920011533940675
PDH,0.25426025338286934,0.2567289008987655
GLT,0.03569822778001261,0.039119695323773906
ACN_1,0.03569822778000911,0.03911969532452499
ACN_2,0.03569822778000785,0.03911969532452494
ICD,0.01818437719270928,0.02473485439484489
LPD,0.018094766395253273,0.02445351641706174
SK,0.018094766371667327,0.0244535001885287
SDH,0.0356086169824948,0.038838357346854716
FUMA,0.0356086169824135,0.038838357346857214
MQO,2.044450577887268,2.1232312450163264
MDH,2.0218103186859815,2.10192805823343
ACEA,0.014384840929983822,0.017513850587293853
ACEB,0.014384840929745232,0.017513850587291397
ACEK_1,0.001708907718931266,0.001709049416270955
ACEK_2,0.001708907718937802,0.0017090494162710587
EDD,0.018357455276137268,0.02789853245651939
EDA,0.018357455276037306,0.02789853245597269
NADH_req,0.35713476585584925,0.3698617255143568
PNT_req,0.11463487915964507,0.17452343321567346
ADK,0.011027613345811765,0.011036213091937827
ATP_syn,1.2739426554612743,1.3159144297391465
CYA,0.008031840849255033,0.008086736462101046
DOS,0.008031840857792993,0.00808673645073378
ACK,0.002941214903573517,0.002987120358757179
ACS,0.002941049346883716,0.0029869521689668134
PTA,0.002941214903627496,0.002987120361894639
PTS_0,0.2299999964225925,0.23000000413626354
PTS_1,0.22999999999564397,0.23000000000451404
PTS_2,0.22999999999593967,0.2300000000043152
PTS_3,0.22999999999843215,0.23000000000158421
PTS_4,0.2299999999984389,0.2300000000015816
GLC_feed,0.22999999999999998,0.22999999999999998
CYTBO,0.458523744423155,0.4730645101768205
SQR,0.03560861698217098,0.03883835734702862
NDHII,0.49977117889444883,0.5180184186561532
GROWTH,1.4690294664811096e-07,4.612097993558882e-07
ATP_MAINTENANCE,1.6286352452588746,1.666785184101996
XCH_GLC,0.22999999999843473,0.23000000000157667
PIT,0.00030526451073378764,0.0009584043780899314
XCH_P,0.00030526451080197014,0.0009584031999543983
XCH_ACE1,1.6555669283012974e-07,1.6820139715915055e-07
_ACE_OUT,1.655566861009892e-07,1.6819180680123458e-07
XCH_ACE2,1.655566928152907e-07,1.6820137632935852e-07
GL6P_HYDROLYSIS,3.1353486659323517e-08,7.960414826595257e-08
CITRA_SYN,0.20073686901778157,0.2022473540976024
