"","v_PGI","v_PFK","v_FBA","v_TPI","v_GDH","v_PGK","v_GPM","v_ENO","v_PYK","v_ZWF","v_PGL","v_GND","v_RPE","v_RPI","v_X5P_GAP_TKT","v_F6P_E4P_TKT","v_S7P_R5P_TKT","v_F6P_GAP_TAL","v_S7P_E4P_TAL","v_FBP","v_PPC","v_PCK","v_PPS","v_MAD","v_PDH","v_GLT","v_ACN_1","v_ACN_2","v_ICD","v_LPD","v_SK","v_SDH","v_FUMA","v_MQO","v_MDH","v_ACEA","v_ACEB","v_ACEK_1","v_ACEK_2","v_EDD","v_EDA","v_NDHI","v_NDHII","v_NADPH_req","v_SQR","v_PNT","v_CYTBO","v_ADK","v_ATP_SYN","v_CYA","v_ATP_NGAM","v_DOS","v_ACK","v_ACS","v_PTA","v_PTS_0","v_PTS_4","v_GLC_feed","v_ACE_OUT","v_XCH_PYR","v_XCH_SUC","v_PTS_1","v_PTS_2","v_PTS_3","v_XCH_GLC","v_XCH_ACE","v_XCH_P","v_PIT","v_GROWTH"
"v_FBA_Vmax",-0.000388468034700302,0.000571776226947132,0.000598086511210921,0.000598089578023468,0.000250950002469145,0.000250950753521774,0.000235731107328318,0.000235741334186659,-0.000126329454544895,0.00109077385443669,0.00109077377214702,0.00646105978885851,0.0104036649901552,0.0038157815799676,0.0104035354918815,0.015325561130548,0.00793391365928319,0.00793378695129656,0.00793378881510899,-0.0413926839353395,-0.0154337273512604,-0.0120060400836045,-0.000252317694941031,0.000618294125321175,-0.000617797483032537,-0.000876385614434478,-0.000876379511255446,-0.000876377278554746,-0.0010263954663847,-0.00125438459715873,-0.00125438529513508,-0.00098581928180762,-0.000985813607271232,-0.000444627109665769,-0.000380924253996058,-0.000679561469665599,-0.000679561819870998,-8.42678462460337e-07,-8.39154154004803e-07,-0.0127449060975099,-0.0127449070184562,-0.000184171008812043,-0.000191187804984674,NA,-0.000985818101055804,-0.00132149079980431,-0.000473372448435539,-0.000569447916882244,-0.00041935684304694,-6.76327701634488e-05,1.76894135850229e-05,-7.31425439251985e-05,-0.000776775706487251,-0.000776775246085422,-0.000776774181222103,-4.87894748756867e-11,-2.65488114584278e-13,0,-0.000912821292040595,NA,NA,-4.0293855208977e-11,-3.98956230371001e-11,-2.41352831440252e-13,-2.17217548296227e-13,-0.000885341376802036,0.000488715110036594,0.00048871512917146,0.000490120508533458
"v_TPI_Vmax",-7.05430828475065e-05,0.000103831361569632,0.000108608796660732,0.000108609079770043,4.55707333580366e-05,4.55707685163266e-05,4.28064976421303e-05,4.28079483363474e-05,-2.29506018924876e-05,0.000198078483067637,0.000198078447095563,0.00117328883179394,0.00188924357875107,0.000692920080391182,0.00188921745987996,0.00278302803167336,0.00144074901127118,0.00144072691971864,0.00144072724488665,-0.00751665180263485,-0.0028026737040398,-0.00218023259781821,-4.581558001707e-05,0.000112320686956803,-0.000112189423445874,-0.000159148232267571,-0.000159146700304509,-0.00015914613754876,-0.000186390803965911,-0.000227792207213611,-0.000227792485387124,-0.000179019718081869,-0.000179018990566825,-8.0742897892107e-05,-6.91745126755583e-05,-0.000123401474415204,-0.000123401478611462,-1.5308840928663e-07,-1.52508100447908e-07,-0.00231439737321672,-0.00231439720973015,-3.34440717504157e-05,-3.47178269514875e-05,NA,-0.000179019617056324,-0.000239988763700798,-8.59622428015001e-05,-0.000103398399388044,-7.61537156355723e-05,-1.2294217033712e-05,3.21204387501489e-06,-1.32386340607063e-05,-0.000141065478741355,-0.000141065349104001,-0.000141065262251599,-3.95818643562336e-12,-1.81014623580189e-13,0,-0.00017946011730337,NA,NA,-5.00807125238858e-12,4.30814804121136e-12,-4.82705662880505e-14,9.17140759472959e-13,-0.000171434993592556,8.88136883577238e-05,8.88186928097365e-05,8.89988380971591e-05
"v_GDH_Vmax",0.008448554037144,0.0385794484689829,0.0397946779798846,0.0397946762720263,0.0257311428893361,0.0257311405893065,0.0339295091619684,0.0339295607638446,0.174967498172082,-0.0186892260454058,-0.0186892283104827,0.16521549122023,0.342282179508054,0.0464152207055051,0.342280805094652,0.563340019505017,0.231364744750822,0.231363624176313,0.231363636964494,-1.89999033373766,-0.46058507795906,-0.200014511132807,-0.137013200474972,-0.305572852793651,0.0454218022994122,0.0896124120692827,0.0896124511607296,0.0896124653728862,0.133845810065535,0.169447888640721,0.169447898835556,0.105037634391412,0.105037670398072,0.0327661393761735,0.0237950372521716,0.0315858963320741,0.0315858945132781,0.000736824959849037,0.000736837411312865,-0.492490203254987,-0.492490284433601,0.0920517564956276,0.0958780634616286,NA,0.105037648237944,-1.02158675585937,0.0994360522875831,0.0354926822259637,0.0994953452858176,0.0622213108814842,0.26479497431785,0.0621964495879836,0.0244986793338433,0.0244986811186568,0.0244987244207413,-1.22884794127904e-10,3.86164530304404e-13,0,0.0217727697099729,NA,NA,-1.33311236446112e-10,-1.3443352711231e-10,4.80292134566102e-12,1.26710236506132e-12,0.0218283820806886,-0.102936993826288,-0.102937008855276,-0.102942419592402
"v_PGK_Vmax",5.43305108929469e-08,5.00637527541816e-07,5.16954686427954e-07,5.17292799065755e-07,3.47280869231158e-07,3.47528302167701e-07,4.49319844762747e-07,4.47535404255491e-07,2.19531673510955e-06,-5.24698470302621e-08,-5.23350812590197e-08,2.38675982469348e-06,4.85340921040393e-06,7.63112034485434e-07,4.92114195609267e-06,8.07335242956737e-06,3.34133373829281e-06,3.39403886618493e-06,3.39347962929017e-06,-2.48828847037093e-05,-5.17749133889937e-06,-2.13461068428018e-06,-2.06465336896005e-06,-3.4951633976543e-06,5.84873365022414e-07,1.12865119972779e-06,1.12672227611621e-06,1.12602399282046e-06,1.63707524955402e-06,2.07038603092295e-06,2.06979504923122e-06,1.31170839963822e-06,1.31021455314211e-06,3.9684623875994e-07,2.84791590811421e-07,4.50252647004942e-07,4.50299490653893e-07,8.55537823227479e-09,8.17991938473058e-09,-6.31718511864112e-06,-6.31254557569627e-06,1.19268630050663e-06,1.24576846904e-06,NA,1.3109783890335e-06,-1.32329589209683e-05,1.26904755151043e-06,6.30076259493853e-07,1.27727796271231e-06,6.5477526181182e-07,3.33095445895908e-06,1.5673854684273e-06,2.94427909405273e-07,2.94423741272183e-07,2.91868945305384e-07,4.9477330445292e-12,4.82705662880505e-14,0,1.52594141849637e-06,NA,NA,4.27194511649532e-12,3.95818643562276e-12,4.82705662880505e-14,0,1.26700108965505e-06,-1.76508197726255e-06,-1.76525338229873e-06,-1.30123237472231e-06
"v_GPM_Vmax",3.47561919317633e-05,4.0728323935513e-05,4.05924064176156e-05,4.05937673255195e-05,5.88235216212532e-05,5.88236843422407e-05,0.000100442533619878,0.000100447937877714,0.00131875069203525,-6.76239705241817e-05,-6.76240848779052e-05,-0.000201641701749838,5.75460112341095e-05,-0.000375583453837377,5.74494586874626e-05,0.000380921755491592,-0.000104855640923168,-0.000104944606306625,-0.000104943448276666,0.000260402835142193,0.00116062019634683,0.00234447986165534,-0.000342455856181692,-0.00143694660072266,0.000542163035809636,0.000589004739056224,0.000589007727595327,0.000589008822028444,0.000191560569275076,0.000309722271408545,0.000309722546334502,0.000683809375448329,0.000683812748755786,0.00030387105708711,0.000225352100192997,0.00111040228727459,0.00111040205687698,3.47642527659299e-06,3.47802252219202e-06,0.000277635245543778,0.000277630716487388,0.000405701116750285,0.000424306684168773,NA,0.000683810409331522,-0.00351465809516535,0.000574009066674929,0.000255299392433575,0.000547496485591863,0.000292944038640355,0.00116037915791471,0.000290230351452386,0.000241144653345278,0.00024114473945764,0.000241147472256864,-2.41714860687609e-11,0,0,0.000206242479528691,NA,NA,-2.08528846364517e-11,-1.86807091534879e-11,0,0,0.000211101873860987,-0.000594435236696388,-0.00059443495972188,-0.000594237339658412
"v_ENO_Vmax",0.000105131572130405,0.000123414348933516,0.000123000642637672,0.000123003379000845,0.000178293337314528,0.000178295602659615,0.000304385032993136,0.000304397256933527,0.00399570606559835,-0.000204236263665824,-0.000204235941770253,-0.000610240346359252,0.000175598024743612,-0.00113748116407914,0.000175603725162247,0.00115667607676106,-0.000316648709980129,-0.000316666452890843,-0.000316665838426741,0.000789184996044682,0.00352006605541781,0.00710597170530734,-0.00103874256234023,-0.00435316435030992,0.00164276006643497,0.0017845715438895,0.00178457663222093,0.00178457848384689,0.000580075849412612,0.00093798296885118,0.000937978414750258,0.00207176017127111,0.0020717642261161,0.000920655509173135,0.00068275282026121,0.00336469679418847,0.00336469645356495,1.05314618181886e-05,1.05361636672893e-05,0.000841817183831042,0.000841836667545197,0.00122924145108093,0.0012856171978139,NA,0.00207175879030767,-0.0106488496805571,0.00173916574297187,0.000773961885817608,0.00165886861229203,0.00088735094887881,0.00351551698742554,0.000881110518037068,0.000730743440037219,0.000730744881150478,0.000730733798303245,-3.67701038699523e-11,-2.2928518986824e-13,0,0.000276796366827046,NA,NA,-3.08448918580848e-11,-3.52254457487282e-11,-1.68946982008177e-13,-2.17217548296227e-13,0.000359730847839753,-0.00180438126391153,-0.00180437997867432,-0.00180034998105302
"v_PYK_Vmax",0.0384130937065162,0.0200015399950223,0.0199439350468768,0.0199439300123209,0.0129992471023854,0.0129992444592108,0.0172138195174892,0.0172138671435743,0.132528555742323,-0.107613490173631,-0.107613492543341,-0.122625881932526,-0.168503451614203,-0.0918457907960248,-0.168504794179142,-0.22578257409504,-0.139765818870142,-0.139766878853237,-0.139766867244266,0.111885359469671,0.150266364415497,0.236738537530808,-0.0278604427762983,-0.148403723182622,0.0493558250706552,0.0591695886438652,0.0591696323577477,0.0591696482021128,0.0374277858174436,0.0510463290307394,0.0510463363264994,0.068167255362159,0.0681672889059071,0.0150625384123661,0.00635624928723115,0.0876914213271125,0.0876914200971471,0.000310193763841638,0.000310205805507837,-0.0689368404540952,-0.0689369120583268,0.0338207994193675,0.0354832194627268,NA,0.0681672683117679,-0.161856775449552,0.0513376434158066,0.0353831653828707,0.0484397571653448,0.026020765236727,0.104303381182991,0.0259965525869332,0.0393479803263542,0.0393479825635011,0.0393480207775675,-1.20338521756208e-10,-8.20599626896858e-13,0,0.0378957726729236,NA,NA,-1.08367421316746e-10,-1.02792170910472e-10,-8.93005476328934e-13,-1.83428151894592e-12,0.03799287944413,-0.053142716270328,-0.0531427181737034,-0.0531479901881745
"v_PPS_Vmax",-3.66779752337443e-06,-1.88559879912697e-06,-1.83480557193585e-06,-1.83477050955731e-06,-1.18785600314369e-06,-1.18784173423359e-06,-1.56790817634377e-06,-1.5679496798426e-06,8.05885340872252e-05,1.029242145335e-05,1.02924270044795e-05,1.20302199922175e-05,1.68212127736356e-05,8.8168688927339e-06,1.68235206431077e-05,2.2807286311531e-05,1.3821217551148e-05,1.38227659497068e-05,1.38227487218423e-05,-8.28425185619145e-05,-6.54030010963899e-06,-2.01229393177245e-05,0.99999956735334,3.45733405072372e-05,-4.35392534959723e-06,-5.37954488889444e-06,-5.37966918512376e-06,-5.37971414855097e-06,-3.82596765411163e-06,-5.11974357914921e-06,-5.11978775122158e-06,-6.19370624184662e-06,-6.1937508465322e-06,-1.48290097926357e-06,-5.40133003153378e-07,-7.41830762552219e-06,-7.41831080045464e-06,-9.17410769971529e-08,-9.17563756724412e-08,5.81607371102348e-06,5.81615730061415e-06,-2.57409604084614e-06,-2.6645561810687e-06,NA,-6.19373041172406e-06,1.41604292254326e-05,-4.61321377400179e-06,0.000576804103556921,-4.25332967601671e-06,-8.44039783353866e-06,-2.16863918915678e-05,-8.40477570256047e-06,-3.7806145660013e-07,-3.78069122724189e-07,-3.78117168446542e-07,4.22367455020785e-13,-1.20676415720126e-14,0,2.18439559223111e-06,NA,NA,1.20676415720207e-14,-3.49961605588598e-13,-1.20676415720126e-14,7.24058494320757e-14,1.85177082334199e-06,4.76288284117251e-06,4.76263044736109e-06,4.7761597014405e-06
"v_PDH_Vmax",0.00173459814671452,-0.00572460580190229,-0.00572842917652315,-0.00572843273357322,-0.00236670599247919,-0.00236670866043235,-0.00218250038201179,-0.00218245314897873,0.00140094368460169,-0.00470419883266514,-0.00470420118320538,-0.0502272775529499,-0.0799225287945237,-0.0303044117057948,-0.079923863452946,-0.116998659581276,-0.0613216955054325,-0.0613227579443039,-0.0613227461261099,0.00036832506584464,0.0129286585382986,0.0182584270447693,-1.1002701926727,-0.0147029664259401,0.00518983259744294,0.00821640791667679,0.00821645115274885,0.00821646682785597,0.0111167367188377,0.0135786858819496,0.0135786937424163,0.0092959277396744,0.0092959614117285,0.0020456764072053,0.0012005255933527,0.00441192280763385,0.00441192154620355,2.70483341662053e-05,2.70604125178973e-05,0.112578283901062,0.11257821098513,0.00262408220248502,0.00279105577652887,NA,0.00929594097630001,-0.00998653505274559,0.00507739402334291,0.00453907720536015,0.00463671034470991,0.00378960037376225,0.00982251557817589,0.00376536664643218,0.00576840395104389,0.00576840544857982,0.00576844543847987,-1.44666887165405e-10,-7.72329060608808e-13,0,0.00527014178673021,NA,NA,-1.18142210990082e-10,-1.17888790517069e-10,-7.24058494320757e-13,-5.5511151231258e-13,0.00535434660488223,-0.00525133090073601,-0.00525133082280217,-0.00525653818964048
"v_ZWF_Vmax",-0.260080488570428,-0.117205035369155,-0.117234550398833,-0.117234553998083,-0.0536977620327545,-0.0536977655634154,-0.0553022023010948,-0.0553021522722452,-0.0875991454537443,0.749798074389338,0.749798071660504,0.777244339365184,1.30929412761419,0.420274639416579,1.3092926478313,1.97353403917146,0.976010810893777,0.976009636829539,0.976009650124461,-0.0701278180486994,-0.064165428687302,0.00913874341384782,-0.0517919042573342,-0.0328931076264752,-0.00578895362697386,-0.0205737258092128,-0.0205736744055095,-0.0205736557437218,-0.0682120527908154,-0.0741805274417407,-0.0741805184452668,-0.0199373357228808,-0.0199372987226038,0.00980844367635814,0.0106619978730925,0.0419200190281662,0.0419200179408568,0.00015899196393496,0.000159005407592878,0.679086838204112,0.679086757513178,0.0458771303239484,0.0467956318668414,NA,-0.0199373205025779,-1.49361227215963,0.0275430418117909,-0.0150696511199593,0.0319142944823116,0.0134387488394412,0.0463816295570381,0.0134116461761945,-0.0269165370614494,-0.0269165354793291,-0.0269164900774841,-1.72531071555205e-10,4.22367455020442e-13,0,-0.0280178939982403,NA,NA,-1.36485026179554e-10,-1.11432602276038e-10,-6.99923211176732e-13,-4.42882445692863e-12,-0.0279162248548588,-0.0285084576913515,-0.0285084620704032,-0.0285143708469873
"v_PGL_Vmax",-0.000117917531910324,-5.42595438831938e-05,-5.42474723588653e-05,-5.42475444293398e-05,-2.64449462935409e-05,-2.64450263457669e-05,-2.88053040108028e-05,-2.88038114893098e-05,-8.88594688436286e-05,0.000338642743199248,0.000338642671859251,0.000355582355866252,0.000583329830199465,0.000202760204038556,0.000583288324123637,0.000867576565093187,0.00044064608516287,0.000440612782993056,0.000440613159077428,-7.36366618009231e-05,-8.76325318938428e-05,-9.41560003458927e-05,-8.7015185625722e-06,4.76991588698423e-05,-2.25768643129238e-05,-3.2396069574805e-05,-3.23947374851142e-05,-3.23942544053396e-05,-4.21040407662043e-05,-5.0029339535347e-05,-5.00291047139982e-05,-3.58362530019965e-05,-3.58351931422806e-05,-2.32080419102683e-06,1.59293631929293e-06,-1.96529441856835e-05,-1.96529858419433e-05,-6.42715134010849e-08,-6.38867102927456e-08,0.000294990168982848,0.000294987876553965,4.11070457868439e-06,3.78427282930603e-06,NA,-3.58358381832956e-05,-0.000520132583926986,-1.02834666952871e-05,-2.06159423250612e-05,-7.37815028545975e-06,-5.28855398738329e-06,-2.460547947008e-05,-6.05450126907468e-06,-2.67309846094091e-05,-2.67309438298567e-05,-2.67296790716546e-05,-4.24780983335189e-12,-4.82705662880505e-14,0,-3.86449890060982e-05,NA,NA,-3.92198351090672e-12,-3.95818643562276e-12,-3.62029247160379e-14,0,-3.61582618663095e-05,1.07978759619868e-05,1.07981969566657e-05,1.06428938573426e-05
"v_GND_Vmax",0.00189749292022471,0.0363687208497012,0.0363693186132565,0.0363693252443962,0.0172452587235986,0.0172452629062393,0.0183416391203495,0.0183416637115183,0.0442415880762337,-0.00546117597092369,-0.00546117542737843,0.22699965425516,0.376864579823497,0.126450527416425,0.376864551927363,0.563964873870366,0.282987333712601,0.282987261946214,0.282987263874954,0.0354291698322897,0.0059146440430002,0.00697199821163745,-0.00994991682334041,0.00701227183280325,-0.00715336172417592,-0.0141242705511142,-0.0141242581820634,-0.0141242536726464,-0.0284592785836164,-0.0327439416777566,-0.0327439495816869,-0.0152587389190276,-0.015258729825023,-0.000785080261991227,0.000278506481349247,0.00468091287558022,0.00468091225201914,1.11820599121139e-05,1.11918049429892e-05,-0.604358677977703,-0.60435864270162,0.0066125600643283,0.00666973584860959,NA,-0.015258740792803,-0.109914107262152,-3.65619821776888e-05,-0.0100643334413564,0.00138373873127196,0.000966384076254389,0.00416665673945339,0.000953143370997074,-0.0146584826531587,-0.0146584800502087,-0.0146584991741809,-9.07848675463247e-11,-4.46502738164467e-13,0,-0.01552898323336,NA,NA,-7.43970102915074e-11,-7.29609609444366e-11,-4.94773304452517e-13,-3.49961605588366e-13,-0.0153703800650945,3.0319786901845e-05,3.03200466241436e-05,3.81276461976573e-05
"v_RPE_Vmax",6.96328479401673e-05,7.95486528617434e-05,7.93746724965625e-05,7.93655569636198e-05,8.58023009612847e-05,8.57965069628986e-05,0.000137301442981592,0.000137276468277164,0.000928428874941885,-0.00016086341211526,-0.000160864437343083,-0.000212718265032724,0.000124372218912005,-0.000438954217479238,0.000124218626911491,0.000544958496012706,-8.68867456909461e-05,-8.69455140953454e-05,-8.69463315917492e-05,0.000338003585756782,0.00151691642151398,0.00191145096239654,-0.00081341615499581,-0.00187078170185554,0.000357542848526963,0.000714482556325609,0.000714472843873376,0.000714469290974706,0.00112506005662862,0.00140296917944141,0.00140298054530709,0.000829644184798547,0.000829637314754057,0.00033321242439201,0.000278473932839479,0.000175816058390841,0.000175816683262236,4.50358732823961e-06,4.49273251342012e-06,-2.74234944469187e-05,-2.74792457624037e-05,0.000617222312445385,0.000641497806375679,NA,0.000829648535344839,-0.00647091887677166,0.000698310484547247,0.000313384604426311,0.000692396245362663,0.000378439573746257,0.00153770191275965,0.0003920579921962,0.000281482373805874,0.000281479107673835,0.00028150969947153,9.72893263536448e-11,4.82705662880505e-13,0,0.001229537749607,NA,NA,7.93085404113198e-11,7.76432058743806e-11,4.94773304452517e-13,3.49961605588366e-13,0.0010370891226938,-0.000712460539385394,-0.000712460544179281,-0.000723305970892638
"v_RPI_Vmax",-0.000409717405751214,-0.000222591953943103,-0.000221701318591957,-0.000221660386422421,-0.000300590719724425,-0.00030058947841798,-0.000507078786771676,-0.000507141038179789,-0.00384388093955265,0.00101897181341738,0.00101897429575664,0.00228276615307571,0.00185044949210627,0.00257352054965209,0.00185197143691496,0.00131374786641634,0.00212205086027575,0.00212305161492728,0.00212304485047869,-0.00156092952962744,-0.00626099716378405,-0.00810461995562567,0.00312698455881411,0.00772239587275312,-0.00157567374265068,-0.00299224489118758,-0.00299229755104707,-0.0029923163419292,-0.00452007477808239,-0.0056415601293376,-0.00564155941645309,-0.00346751682444629,-0.00346754897551634,-0.0013214187533983,-0.00107548146002713,-0.000988297605162991,-0.000988296670068832,-1.82552253025198e-05,-1.82668779451954e-05,-0.00223662986449637,-0.00223659295656696,-0.00243298209735125,-0.00253041695749803,NA,-0.00346752241842226,0.0245622930363621,-0.00283829058328844,-0.00135272633193118,-0.00279836418860583,-0.00154110884454676,-0.00619922741146026,-0.00151679934988995,-0.00128683308869485,-0.00128684047940921,-0.00128684675740536,-1.32369960403514e-10,-6.87855569604719e-13,0,0.00094090488513306,NA,NA,-1.10539596799709e-10,-1.05314307999024e-10,-6.75787928032707e-13,-6.27517361744656e-13,0.000508262360196237,0.00293209370325459,0.00293209571959558,0.00293850664516432
"v_X5P_GAP_TKT_kcat",-0.000282977705307054,3.57927751399975e-05,3.59864320119557e-05,3.5992213663233e-05,0.000167801036465766,0.000167797287915124,0.000323002177832297,0.000323044697955586,0.00194542275251133,0.000937086907995698,0.000937084288674878,0.000942799266414205,0.00306157469455606,-0.000479396699052216,0.00306018622139725,0.00570384952221511,0.00173369173663493,0.00173253567483351,0.00173254965765111,-0.000263233066528686,0.00413574188956523,0.00452029977673434,-0.00302484136657686,-0.00575045564596941,0.000771635200038121,0.00214048286877281,0.00214052270197664,0.00214053741627654,0.00421749130864928,0.00519265569388808,0.00519267725652672,0.00249381341048393,0.00249384839859602,0.00118895725682934,0.00108793487832169,-0.000583962722453021,-0.000583964176693725,1.45268055259071e-05,1.45377832113206e-05,0.000921995860192794,0.000921898270958409,0.0021091673749876,0.00218659907985962,NA,0.00249383015550942,-0.0250262664748683,0.00218957576537743,0.000781035470528817,0.00220839016274384,0.00122940368648244,0.00495638460715773,0.00120621654347338,0.000605759813333641,0.000605759089775575,0.000605816081506879,-1.51605781069318e-10,-1.88255208523397e-12,0,0.000780111421072392,NA,NA,-1.76453055066086e-10,-3.88095352956183e-11,-5.34596521640159e-12,-3.47427400858243e-11,0.000719949003790911,-0.00225996879172505,-0.00225987067738681,-0.00226695604461021
"v_F6P_E4P_TKT_kcat",-1.1333502817724e-05,4.66135561176134e-05,4.6493763499111e-05,4.64834876950242e-05,0.000110926101021697,0.000110919104644903,0.00020329655543492,0.000203318652437974,0.0014015076251029,0.000105036680984654,0.000105033773060465,-0.000210037476112502,0.000534386576419872,-0.000710100359091372,0.000533077179946231,0.00146108288668831,6.74189992558696e-05,6.64260391638963e-05,6.64359273461806e-05,0.000217271271286072,0.00261553652128256,0.00311374693120045,-0.00162130284185983,-0.00344750783382658,0.000572969240434293,0.00131092780376195,0.00131095840500154,0.00131096947434375,0.00230672538839267,0.00285492605963404,0.00285494217836998,0.00152335541325031,0.00152337991597696,0.000657784068631562,0.000574769708530821,4.79065303239043e-06,4.79001978570631e-06,8.45232647814329e-06,8.4544126718034e-06,0.000916348889472115,0.000916239195001955,0.00118258753298669,0.00122771490727897,NA,0.00152337069010282,-0.0131586953570418,0.00129236872740504,0.00053227496101082,0.00129008504664161,0.000714154403997057,0.00287926126221163,0.000703458496380573,0.000461687714043349,0.000461686355573097,0.000461746592502419,-5.23252938562892e-11,-2.7755575615629e-13,0,0.000836890028990074,NA,NA,-4.29246010716775e-11,-4.20557308784918e-11,-2.65488114584278e-13,-1.32744057292139e-13,0.000756204727279502,-0.00132504304326317,-0.00132504289105519,-0.0013383329170484
"v_S7P_R5P_TKT_kcat",-3.79606302939138e-05,-1.71111517840729e-05,-1.70294111359382e-05,-1.70289755392829e-05,-2.80464050568078e-05,-2.80461257980098e-05,-4.89145676157097e-05,-4.89112525208036e-05,-0.000380010989740535,9.28387373926395e-05,9.28387199343386e-05,0.000246743858204004,0.000211834303396818,0.000270148227869337,0.000211796176048062,0.000168167517093069,0.000233685416101976,0.000233650759827323,0.000233651228202816,-0.00014655865528376,-0.000636740754297603,-0.000817459656983745,0.000321888048633687,0.00078483261646889,-0.000159108984292181,-0.000305922310639152,-0.000305920323397435,-0.000305919600477684,-0.00046839528847557,-0.000583858047352699,-0.000583858485097536,-0.000354418773426867,-0.000354417123882515,-0.000135698873248478,-0.000110996841178192,-9.27733771564335e-05,-9.27734746429042e-05,-1.85777749732649e-06,-1.85668451114153e-06,-0.000303674783685934,-0.00030367404391246,-0.000248532478724187,-0.000258493852235255,NA,-0.000354418577402077,0.00252439184528576,-0.000289361562269297,-0.000138550787069171,-0.000285397652418068,-0.0001564905345776,-0.000632204798554506,-0.000158181248128161,-0.000130779961088711,-0.000130779718659658,-0.000130780151741526,-1.03299011856512e-11,-4.82705662880505e-14,0,-0.000196830765505705,NA,NA,-9.02659589587146e-12,-8.97832532958333e-12,-4.82705662880505e-14,-7.24058494320757e-14,-0.000182448156910327,0.000299105219143373,0.000299105608484617,0.00029958378900491
"v_F6P_GAP_TAL_kcat",-0.00038211931229169,-0.000194852506685349,-0.000194228525080799,-0.000194216544230287,-0.000151519810811299,-0.000151512042011437,-0.00021811374981458,-0.000218104435692726,-0.00168514465655221,0.00105083470437791,0.00105083685243633,0.00140566255447691,0.001743781629558,0.00117914372872371,0.00174450771775674,0.00216735480237021,0.00153236032568842,0.00153286528394788,0.00153286136393904,-0.00116566637876418,-0.00220952277915026,-0.00321157047155813,0.000709721893046477,0.00241502781421236,-0.000653766069050107,-0.000954078927489034,-0.000954085514301781,-0.000954087865545994,-0.00100983438986705,-0.00129616725434493,-0.00129618357057023,-0.00110221192709012,-0.00110221785418907,-0.000328307209156473,-0.000217960155197109,-0.000880975620217353,-0.000880975820425309,-5.37182771661795e-06,-5.36429574998761e-06,0.000136996981086028,0.000137091251128812,-0.000654239197847014,-0.000683112988994619,NA,-0.00110222236651552,0.00510523592571431,-0.000863177969409721,-0.000505327143217252,-0.000832628308176633,-0.000450944996927454,-0.00181962427557219,-0.00045665736722041,-0.000526148083901564,-0.000526144913967015,-0.000526196622626604,-5.26028496124458e-11,-2.65488114584278e-13,0,-0.00144432968174069,NA,NA,-4.27556540896692e-11,-4.24177601256524e-11,-2.7755575615629e-13,-2.89623397728303e-13,-0.00125715746580465,0.00087945166070717,0.000879452155777751,0.000894088321300787
"v_S7P_E4P_TAL_kcat",-0.00778451917741177,-0.0039724120018596,-0.00396001393835161,-0.00396001024736524,-0.0030907880290739,-0.00309078524336215,-0.00444778032566509,-0.00444782880474633,-0.0343525731177257,0.0214029620917593,0.0214029645192981,0.0286324970491169,0.0355177727803822,0.0240135834040312,0.0355191482127107,0.0441166409700577,0.0312054116773878,0.0312065065229825,0.0312064943519025,-0.023743682072388,-0.0450984474075893,-0.0655039388327325,0.0144946797469823,0.0493207372311956,-0.0133205804044735,-0.0194388034895783,-0.0194388479295927,-0.0194388640411411,-0.0205777107692909,-0.026409170240191,-0.0264091784245108,-0.0224546765486672,-0.0224547111885612,-0.00669071837122574,-0.00444202328550798,-0.0179450130919787,-0.017945011794871,-0.000109627379290689,-0.000109639746851621,0.00277758870200599,0.00277766429452418,-0.0133281636842218,-0.0139150191488003,NA,-0.0224546902177856,0.103980020418044,-0.0175859155434012,-0.0102737264786113,-0.0169656022441714,-0.00922220655002614,-0.0370669868575784,-0.00919733866429572,-0.0107417877014937,-0.0107417893286096,-0.0107418306543143,1.47780338690987e-10,7.3612613589277e-13,0,-0.00996762702372868,NA,NA,1.21448744780816e-10,1.1932483986414e-10,7.96464343752833e-13,6.27517361744656e-13,-0.01005267903019,0.0182006958131377,0.0182006957026256,0.0182061334204831
"v_EDD_Vmax",-0.0034411126035437,-0.041889735991149,-0.0418893773369693,-0.0418893729835233,-0.0198990885042166,-0.0198990851759506,-0.0211993150868055,-0.0211993636428398,-0.0525192689607447,0.00987302624264936,0.00987302884240053,-0.253692979804645,-0.421543007727807,-0.141076427808967,-0.421541570090258,-0.63109409300147,-0.316398968977178,-0.316397827731106,-0.31639784033756,-0.04245408259013,-0.00891330737922573,-0.0114897093175346,0.0112060134369715,-0.00623146962016583,0.00732965272802185,0.0152526003224718,0.01525255481108,0.0152525383129496,0.0321583017560427,0.0369170140820704,0.0369170047042439,0.016433576401287,0.0164335408511173,0.000826543571119475,-0.000235972673858578,-0.00692509486425665,-0.00692509355952987,-1.57212634471154e-05,-1.57333479317538e-05,0.688908423039242,0.688908506140859,-0.00769200699306539,-0.00777296763119557,NA,0.0164335618316468,0.120633092224538,-0.000489485770320429,0.0108749442697468,-0.00203659148759686,-0.00134980098795082,-0.00574858596492911,-0.00132491204249585,0.0159627990418572,0.0159627978960878,0.0159627522704565,1.44678954806977e-10,6.75787928032707e-13,0,0.0164250348472775,NA,NA,1.2159355647968e-10,1.18974878258551e-10,6.63720286460694e-13,8.44734910040883e-13,0.0163517211398435,0.000500453165863726,0.00050045632727862,0.000506890755566223
