"","v_PGI","v_PFK","v_FBA","v_TPI","v_GDH","v_PGK","v_GPM","v_ENO","v_PYK","v_ZWF","v_PGL","v_GND","v_RPE","v_RPI","v_X5P_GAP_TKT","v_F6P_E4P_TKT","v_S7P_R5P_TKT","v_F6P_GAP_TAL","v_S7P_E4P_TAL","v_FBP","v_PPC","v_PCK","v_PPS","v_MAD","v_PDH","v_GLT","v_ACN_1","v_ACN_2","v_ICD","v_LPD","v_SK","v_SDH","v_FUMA","v_MQO","v_MDH","v_ACEA","v_ACEB","v_ACEK_1","v_ACEK_2","v_EDD","v_EDA","v_NDHI","v_NDHII","v_NADPH_req","v_SQR","v_PNT","v_CYTBO","v_ADK","v_ATP_SYN","v_CYA","v_ATP_NGAM","v_DOS","v_ACK","v_ACS","v_PTA","v_PTS_0","v_PTS_4","v_GLC_feed","v_ACE_OUT","v_XCH_PYR","v_XCH_SUC","v_PTS_1","v_PTS_2","v_PTS_3","v_XCH_GLC","v_XCH_ACE","v_XCH_P","v_PIT","v_GROWTH"
"v_EDA_Vmax",-0.000288554105690034,-0.00351113929056461,-0.00351110177307231,-0.00351109333594345,-0.00166780004127128,-0.00166779159549207,-0.00177677397468368,-0.00177676369221623,-0.00440152688598291,0.0008281307143992,0.000828133122959915,-0.0212641447274608,-0.0353331367258938,-0.0118244622049868,-0.0353323759741887,-0.0528961744025132,-0.0265197572048051,-0.026519211572067,-0.0265192166563825,-0.00355877312703854,-0.000742613401545996,-0.000959556431888692,0.000937517349042244,-0.000526725474416909,0.000614381320846255,0.00127842932628719,0.00127841500074583,0.00127840975926569,0.00269551420492256,0.00309420777590521,0.00309419104648643,0.00137725939553234,0.00137725223361759,6.93063002946697e-05,-1.97642056641693e-05,-0.000580632202582984,-0.000580632741111888,-1.31145460769971e-06,-1.3056413625265e-06,0.0577456345989485,0.0577457297384382,-0.000644852513810234,-0.000651698395160462,NA,0.0013772474426198,0.0101134362635815,-4.11310269245617e-05,0.000910770053859221,-0.0001707084447755,-0.000111843396248268,-0.000482363898127487,-0.000114831695280239,0.0013389431851846,0.00133894653585887,0.00133889156949844,-6.71805606314489e-11,3.32946230971828e-11,0,0.000358350619488191,NA,NA,-4.60742555219749e-11,-5.17581147023964e-11,3.31860143230347e-11,4.12109959684231e-11,0.000549293703176604,2.91843879273013e-05,2.92014399193111e-05,4.30242659755595e-05
"v_PCK_Vmax",0.00230050991370435,0.0013064741843214,0.0013079712581691,0.00130796788415375,0.0010701712075922,0.00107016641948216,0.0015689156173021,0.00156895631335249,0.0128382192211818,-0.00625048203104689,-0.00625048487912132,-0.00815884985580929,-0.0090854195949103,-0.00753784989028037,-0.00908685459390682,-0.0102452065588088,-0.00850569276960418,-0.00850681529903997,-0.00850680241415164,-0.00108710098029437,0.211597742449021,0.164634482758277,-0.00267665593017839,-0.0351690447294888,0.00399046162017376,0.00706082016281871,0.00706087328665952,0.00706089255265468,0.00993525957653215,0.0124451645715009,0.0124451749782263,0.0081679993802406,0.00816803298182649,-0.0179342899109498,-0.0210923539447129,0.00329035620061134,0.00329035573727253,1.4836879724877e-05,1.48485569091578e-05,-0.00133429500635929,-0.00133437740660021,0.00502986909389071,0.0051523645421978,NA,0.00816801507502785,-0.048401272557554,0.00652634763395776,0.0204595607455327,0.00631397330771091,0.0012153517695735,0.00133997915675047,0.00119077548453435,0.0285118670714857,0.0285118684865902,0.0285119159480481,-1.6008933309445e-10,-7.8439670218082e-13,0,0.0281791577867108,NA,NA,-1.31368346153017e-10,-1.29751282182366e-10,-8.56802551612896e-13,-6.27517361744656e-13,0.0282500309111718,-0.00674977485596042,-0.00674977485665211,-0.0067566358848352
"v_PPC_Vmax",0.00602448001275499,0.00288685063232032,0.00289480175556737,0.00289480711605939,0.00143816566668667,0.00143816791718117,0.00159188287866472,0.00159183245114399,-0.00415027831550437,-0.0172782870553601,-0.0172782847220849,-0.0175466824402112,-0.0284879216507196,-0.0102052309728992,-0.0284865598558303,-0.0421447850185797,-0.0216335351673425,-0.0216324543539342,-0.0216324662018363,-0.00978694075073444,0.801892435406058,0.564568275250732,0.0146670561333523,0.0480254413010522,0.000469005039637533,0.00203576994722207,0.00203572825896618,0.0020357131792623,0.0053353222569195,0.0062840721171331,0.0062840646843882,0.00227679404502573,0.00227675950698917,0.0168514379631131,0.0190893466512491,-0.00229293251197839,-0.00229293100253801,-9.20063793187943e-05,-9.2018561570101e-05,-0.0165864756337524,-0.0165864020973491,0.00203447534796683,0.0016743136693295,NA,0.00227678119245895,0.0155955997425258,0.000942735539184779,0.00134089140404508,0.00119159300537272,-0.00782262419919225,-0.0473107234557113,-0.00779818280874861,0.00514174037461075,0.00514173869363366,0.00514169961076889,1.14413309744345e-10,-2.89623397728303e-13,0,0.00594202110945165,NA,NA,1.07534754048276e-10,1.09622456040235e-10,6.51652644888682e-13,2.53420473012265e-12,0.00584574810442383,-0.000981232648067527,-0.000981213016532915,-0.000975866194279106
"v_MAD_Vmax",0.00610048855730963,0.0029978329691897,0.00298986704893754,0.00298986275094202,0.00188429183275622,0.00188428878739771,0.0024507222349239,0.00245077537649948,-0.119514194982225,-0.0171694164604463,-0.017169419118295,-0.0200082428791134,-0.0285954673940823,-0.0142474985840522,-0.028596974023564,-0.0393194240642172,-0.0232170479633872,-0.0232182459201824,-0.0232182326416932,0.0156976836193295,0.0904478384189294,-0.114572996768164,-0.00748991449488519,0.970496256745589,0.00720231729990995,0.00803668979361648,0.00803673837057885,0.0080367559807439,0.00369610473754992,0.00530516536662311,0.00530517432056385,0.00924186447110516,0.00924190237144287,-0.00535172020581162,0.00129753071749753,0.013731092471998,0.0137310910475957,5.37955592243314e-05,5.38090597040786e-05,-0.00985602393571132,-0.00985610663579787,0.02817038699315,0.0285067316938045,NA,0.00924187938861314,-0.0115688306591755,0.00676577535071137,0.00784133849758065,0.0114510527887954,0.00451218251754272,0.016265436596198,0.0044850089216106,0.00925220697010718,0.00925220869300171,0.00925225387861696,-1.59799709696721e-10,-8.20599626896858e-13,0,0.00861825584032873,NA,NA,-1.31235602095725e-10,-1.29401320576777e-10,-8.20599626896858e-13,-5.5511151231258e-13,0.00871267918544636,-0.00699848342204902,-0.00699848381169361,-0.0070044719708923
"v_GLT_Vmax",-0.00102908810617941,0.000404984721068808,0.000321034772132612,0.000321029542789328,0.00245552690924845,0.00245552367773044,0.00481482951454065,0.00481488346179033,-0.0428442359801078,0.00484655265880965,0.00484654990712345,-0.00683318852631545,0.0114827680580896,-0.0191226565992636,0.0114812228421893,0.03434628547004,8.68073808544187e-06,7.4599741095232e-06,7.47347970688213e-06,0.134314880464182,-1.36797227729884,-1.06200985382741,-0.0641887954370423,0.560733164206983,0.0202495248424526,0.0339633723863401,0.0339634237978648,0.0339634424281856,0.0437062439515339,0.0554759497879106,0.0554759586938128,0.0394538776004909,0.0394539161486322,-0.0219964625512773,-0.0236662484977152,0.0211826750772075,0.0211826737563255,0.000481171082824987,0.000481184985865592,0.0349371128711445,0.0349370301335066,0.0436616472095207,0.0455608798447756,NA,0.0394538927698792,-0.301035135416563,0.0333950393860237,-0.658049498673756,0.0361387183840689,0.0415030373953335,0.181117872203476,0.0414750661278746,-0.950219193470124,-0.950219197835885,-0.950219146092064,-1.59099786485544e-10,-7.96464343752833e-13,0,-0.95495315125284,NA,NA,-1.30318461336251e-10,-1.28315232835295e-10,-8.56802551612896e-13,-5.5511151231258e-13,-0.954843306344797,-0.0345666233783799,-0.0345666233847397,-0.0345727068835398
"v_ACN_1_Vmax",9.95376494744347e-05,4.79896495643901e-05,4.80946421339516e-05,4.80948120655239e-05,2.46330236467043e-05,2.4633174400154e-05,2.79374305726112e-05,2.79365063006826e-05,-8.25536058161788e-05,-0.000284860813244854,-0.000284860736317567,-0.000293052289306,-0.00046854384069928,-0.000175291994292692,-0.000468506051306285,-0.000687559698310334,-0.0003585953081849,-0.000358565839832561,-0.000358566151217477,-0.000119171983380044,0.0128556231142859,0.00901920526342584,0.000222516430998729,0.000976053885044676,1.42682151962369e-05,4.46353804586306e-05,4.4634319461381e-05,4.46339396368717e-05,0.000102451757879044,0.000121948659437638,0.000121948286117922,5.03877301267479e-05,5.03869118219782e-05,0.00027231207292613,0.00030887836021137,-3.1216184661631e-05,-3.12161598722817e-05,-1.37111142932567e-06,-1.37129825089091e-06,-0.000263745617433336,-0.000263742892124022,4.7728310869368e-05,4.23663294803438e-05,NA,5.03873071751291e-05,0.00016204721350457,2.6333387106154e-05,-0.000188793404279838,3.13410304493114e-05,-0.000116387860924854,-0.000726279853204569,-0.000115908570025216,-0.000219492694634132,-0.000219492687544452,-0.000219494199811497,2.691084070561e-12,-2.41352831440252e-14,0,-0.000218387300955354,NA,NA,2.41352831440413e-12,3.23412794130152e-12,-1.20676415720126e-14,7.24058494320757e-14,-0.000217826725798387,-2.75334251326842e-05,-2.75333707640817e-05,-2.72542461362617e-05
"v_ACN_2_Vmax",8.53960830143912e-05,4.11695170430567e-05,4.12596885106751e-05,4.12599041317845e-05,2.11312660591937e-05,2.11313642977894e-05,2.39664199242041e-05,2.39657313238151e-05,-7.08070742994589e-05,-0.000244392914993657,-0.000244392862428524,-0.000251423089179875,-0.000401986609190017,-0.000150393021347217,-0.000401960066213136,-0.000589904596613872,-0.000307658590674934,-0.000307638177121374,-0.000307638376326751,-0.000102240288151963,0.0110282853458178,0.00773720302690702,0.000190915251972848,0.000837251828026624,1.22412302935704e-05,3.82959707287009e-05,3.82953548229418e-05,3.82951316185656e-05,8.79030916268457e-05,0.000104632925167949,0.000104632663087621,4.3233271201672e-05,4.32326972769656e-05,0.000233610620436033,0.000264978844010495,-2.67838038935247e-05,-2.67837773891419e-05,-1.17608166542042e-06,-1.17618394432628e-06,-0.000226273180229585,-0.000226271152320307,4.09459530980458e-05,3.63456335258439e-05,NA,4.32329882663915e-05,0.000138998688526306,2.25944291941205e-05,-0.000161979897471907,2.6889673124127e-05,-9.98231630760997e-05,-0.000623033666997225,-9.9529588486507e-05,-0.000188290085777942,-0.000188290080952609,-0.000188291122692807,2.12390491667595e-12,1.20676415720126e-14,0,-0.000187027114474543,NA,NA,1.0498848167658e-12,1.07402009990983e-12,2.41352831440252e-14,0,-0.000186736468290698,-2.36018165407312e-05,-2.36013576043138e-05,-2.33851531949497e-05
"v_ICD_kcat",0.00875606043837028,0.00284418708929647,0.00284448878079907,0.00284449280005473,0.0005278580963713,0.000527861118146358,-0.000224081878626294,-0.000224133914762377,-0.0943268603399377,-0.0258629103726261,-0.0258629077585822,-0.0284276994944356,-0.0553385740049709,-0.0103716600378276,-0.0553370947477334,-0.0889326391250118,-0.0384805559990608,-0.0384793785522035,-0.038479391625094,0.00236998502119474,0.169017341492276,-0.0118875327856945,-0.0262551832924521,0.0278400868588068,-0.0396170632334404,-0.0101954396462489,-0.0101954872702003,-0.010195504535581,0.0876553134243723,0.0989808008948426,0.0989807919847368,-0.0120000139577833,-0.0120000511851165,-0.00805882077510966,-0.00232472332776065,-0.138559385085719,-0.138559383686374,-6.60352038415946e-05,-6.6048431305689e-05,-0.0192547710890001,-0.0192546893921815,0.00293857403295655,0.00260767939399416,NA,-0.0120000286810072,-0.100395800850547,-0.011908237396581,-0.005466403745139,-0.00893167216476013,-0.00552514537411504,-0.0229539558199919,-0.00549849633160456,-0.00543474590864801,-0.00543474753799704,-0.00543479228263496,1.58677419030523e-10,7.96464343752833e-13,0,-0.00477286778823754,NA,NA,1.30065040863239e-10,1.28677262082456e-10,8.44734910040884e-13,6.99923211176731e-13,-0.00486255525885151,0.0123223454629915,0.0123223454254011,0.0123282633868398
"v_ACEK_1_k",-0.00844569885110937,-0.0027430620871962,-0.00274335099505554,-0.00274335466888561,-0.000508747358221725,-0.00050875012983274,0.000216785702002124,0.000216833310269706,0.0910022080985004,0.0249464200625355,0.0249464176683486,0.0274204693839381,0.0533801073681798,0.0100027023836141,0.0533787532965382,0.0857868530722036,0.0371180160063225,0.0371169384189917,0.0371169503918506,-0.00228864587484118,-0.16306436861318,0.0114634749369384,0.0253322741926821,-0.0268522390934936,0.0382210503139276,0.00983746606333817,0.00983750977435262,0.00983752562091913,-0.0845624479036334,-0.0954880988479547,-0.0954880907211975,0.0115786197280328,0.0115786538018327,0.00777560441513279,0.00224368250992493,0.13367447016435,0.133674468892334,0.0104896217464537,0.0104896338750234,0.0185720887816632,0.0185720141261861,-0.00283377451268975,-0.00251460585727766,NA,0.0115786332089194,0.09685287238723,0.0114895619800442,0.00527741130666826,0.00861796771752363,0.00532848899378617,0.0221337670783761,0.00530406775210482,0.00524872355046302,0.00524872505723096,0.00524876596136469,-1.45523689717018e-10,-7.48193777464783e-13,0,0.004629403165765,NA,NA,-1.19192095806848e-10,-1.17526761269909e-10,-7.72329060608808e-13,-5.5511151231258e-13,0.00471217197567169,-0.0118894103032905,-0.01188941056665,-0.0118948138077571
"v_ACEK_2_k",0.00861065983598161,0.0028253217034597,0.00282580189986819,0.00282580350827341,0.000556230651931051,0.000556233531260313,-0.00015830956234278,-0.000158363977801031,-0.0908931569131694,-0.0254140751300796,-0.0254140725055564,-0.0279232823333674,-0.0541321552495913,-0.0103382221011307,-0.054130641056476,-0.0868497169004169,-0.0377138662463158,-0.0377126402479641,-0.0377126540329373,0.00206155138160368,0.1620760689384,-0.012219339717398,-0.0250584632128066,0.0273440343194079,-0.0381491969783937,-0.00968474702534463,-0.00968479278847705,-0.009684809399934,0.0848298615427692,0.0958145312931606,0.0958145215518505,-0.0114036549613683,-0.0114036939284573,-0.00769013994868974,-0.00215885462164971,-0.133672223627079,-0.133672221908099,0.989508884544014,0.989508870878376,-0.0189491327027094,-0.0189490444612331,0.00295513805745594,0.00263012203463775,NA,-0.0114036704809998,-0.0972635291535056,-0.0113685680402417,-0.00493209233768044,-0.00849489729912615,-0.00547854149107431,-0.0231314374924878,-0.0054512329654152,-0.0046978778039906,-0.00469787895120881,-0.00469792767886631,1.80459512068023e-10,8.93005476328934e-13,0,-0.00417744753707097,NA,NA,1.47852744540397e-10,1.45571960283285e-10,9.53343684188997e-13,6.99923211176731e-13,-0.00423909326111895,0.0117635003498655,0.0117635002828027,0.0117695686152537
"v_LPD_Vmax",0.0231355826549352,0.0128028598467368,0.0127713251326223,0.0127713213882835,0.0119055786669235,0.0119055759067788,0.0182572912929501,0.0182573397495336,0.056563245104144,-0.0617704749022686,-0.0617704773209137,-0.0932447531576211,-0.096850866111278,-0.0908259319434935,-0.0968522383465765,-0.101355823077978,-0.0945926119069489,-0.0945937040030397,-0.0945936918723515,0.0631013351769206,0.337822272460174,0.256821849216405,-0.123001231885033,-0.228254278688279,0.0210990363464214,0.0909475116792209,0.0909475559697964,0.0909475720261392,0.217873335694129,0.263830201489419,0.263830209585249,0.105265447101022,0.105265481646849,0.0363554425514685,0.0326330957347658,-0.0755574714109493,-0.0755574727099864,0.000554960603928717,0.000554972956871366,0.019317544521305,0.0193174693064333,0.0832532086168624,0.0862346350180759,NA,0.105265460695622,-0.886443575018579,0.0847944019005041,0.0346701333574011,0.0858612157033327,0.0468296403010843,0.188335941139933,0.0468048216013497,0.0297387832988659,0.0297387855073832,0.0297388260341393,-1.47635526992122e-10,-7.60261419036795e-13,0,0.0274768693779817,NA,NA,-1.20797092135927e-10,-1.1825081976423e-10,-7.8439670218082e-13,-5.5511151231258e-13,0.0275626340892228,-0.0877790763171526,-0.0877790763140237,-0.0877844835510921
"v_SK_Vmax",1.9980734824987e-06,1.05879637809075e-06,1.05567698241293e-06,1.05568883069636e-06,6.97909317582105e-07,6.98009228682581e-07,9.17545066793246e-07,9.1585208990859e-07,6.95770062937281e-06,-5.57089816189984e-06,-5.57081308233269e-06,-6.34876174290692e-06,-8.67185677031524e-06,-4.76787970019572e-06,-8.62374590459013e-06,-1.14710335584051e-05,-7.19373513787978e-06,-7.15481436578287e-06,-7.15526352813611e-06,6.01677439691113e-06,8.69877567276489e-06,1.2984704218019e-05,-1.68910089003205e-06,-7.36763354358905e-06,2.61924466437447e-06,3.11103893603079e-06,3.10943797745687e-06,3.10885665899516e-06,1.88782115266348e-06,2.58529855884505e-06,2.58499108026011e-06,3.57495671547688e-06,3.57370760483629e-06,7.72244363470879e-07,3.13727659102167e-07,4.70618420188933e-06,4.70622947230252e-06,1.54156752405553e-08,1.49607267282923e-08,-3.55458669094655e-06,-3.55189491312239e-06,1.78953705823623e-06,1.88170160551313e-06,NA,3.57444474104128e-06,-8.49935300050072e-06,2.70420885689192e-06,2.04508975527859e-06,2.55467767436177e-06,1.21862911814668e-06,5.43621961565421e-06,2.12122250972984e-06,2.05584921226885e-06,2.05580962614611e-06,2.05427679645524e-06,5.52697983998627e-12,2.41352831440252e-14,0,1.3691666152262e-05,NA,NA,5.09254474339272e-12,5.39423578269321e-12,2.41352831440252e-14,7.24058494320757e-14,1.14030098068954e-05,-2.97173303031075e-06,-2.97227978652773e-06,-2.79622828396866e-06
"v_SDH_Vmax",-0.0133668768264575,-0.00367606080373497,-0.00367552450779537,-0.0036755249585398,3.98509923640872e-05,3.98474254758592e-05,0.00174761689674814,0.0017476598460378,0.188263397938145,0.0399158397503285,0.0399158372412758,0.0442960141012809,0.0912161610702315,0.0128151844007483,0.0912148209127257,0.149791283307979,0.0618241594312624,0.0618230858640044,0.0618230983901838,-0.00453121165348941,0.0263845190005408,0.280459552691342,0.0571954552583004,-0.0326298744515523,0.0802279417567145,0.0232136893429333,0.0232137368346878,0.0232137540782505,-0.169277384761497,-0.190704747493047,-0.190704738374862,0.027217424946779,0.0272174583360587,0.0239311393465483,0.0133398082257168,0.27572975263295,0.275729751777121,0.000102124712682769,0.000102136879495044,0.0286306692392328,0.0286305929983145,-0.00344558491245927,-0.00288856821698977,NA,0.0272174395506752,0.197951747060023,0.025851048381889,0.00671578722885829,0.020016301667971,0.00849919871674411,0.0284849028386506,0.00847462781699056,0.00593981024463672,0.00593981142292179,0.00593985540623407,-1.69695175785779e-10,-8.56802551612896e-13,0,0.00529402904092181,NA,NA,-1.42060276585827e-10,-1.38741675153521e-10,-8.44734910040884e-13,-6.27517361744656e-13,0.00535532122110505,-0.0267573202672089,-0.0267573206581997,-0.026762706059323
"v_FUMA_Vmax",-1.59048136672619e-05,-3.2480182001504e-06,-3.23991887972993e-06,-3.23990079084436e-06,1.37907959576343e-06,1.37910062744024e-06,4.24813885481179e-06,4.24718132830317e-06,0.000297261065805626,4.81531523012488e-05,4.81531889763966e-05,5.49253862714416e-05,0.000120045371089169,1.12449133444504e-05,0.000120068287121089,0.000201393311789334,7.92642833396716e-05,7.92828325966921e-05,7.92826208031724e-05,-1.61502741192434e-05,0.000774623976292393,0.000964162050604178,0.000104762689447152,-8.03594907873501e-06,0.000128739148693055,3.89647188800081e-05,3.89638995513447e-05,3.89636013171474e-05,-0.000265927792993601,-0.000299346832505756,-0.000299346943420452,4.55805787175366e-05,4.55799331819542e-05,5.36429588766441e-05,3.87491286158267e-05,0.000438927338133545,0.000438927363719972,7.87175061489614e-08,7.84515756999642e-08,3.07108497666857e-05,3.071187009035e-05,-3.65938846003761e-06,-3.09508752058386e-06,NA,4.55803570224395e-05,0.000330896598265125,4.21908370331956e-05,1.20557283855139e-05,3.30881934720296e-05,6.35612992383401e-06,2.30529802898558e-06,6.85103507742235e-06,1.41688092164501e-05,1.41687684845798e-05,1.4168201738679e-05,4.52536558950841e-12,-3.62029247160379e-14,0,2.59671332483167e-05,NA,NA,2.48593416383626e-12,2.14804019981967e-12,0,1.44811698864151e-13,2.3488250969759e-05,-4.37192326570337e-05,-4.37193856561549e-05,-4.36785663979961e-05
"v_MQO_Vmax",0.0239007586880423,0.0117654711221491,0.011803092198263,0.0118030961655409,0.00599331612724833,0.00599331905116705,0.00675324497373908,0.00675319369124475,0.0332709867033106,-0.0684370411364287,-0.0684370385768349,-0.0684197259432929,-0.109678104540692,-0.0407375055130775,-0.109676653233918,-0.16118451630795,-0.0838326450119356,-0.0838314900229317,-0.0838315028502734,-0.0482417503227767,3.57578544112038,2.59258386333225,0.0745489916829277,-0.0238214272105141,0.0101243446124808,0.0100042223249178,0.0100041753383605,0.0100041583011787,0.00241264389302643,0.00366760554659669,0.00366759693379377,0.0112808300962738,0.0112807934620175,0.307242640220204,0.340222339584552,0.0199628124402535,0.0199628138100306,-0.000412945535178121,-0.000412958618467997,-0.0684812821666626,-0.0684812026029714,0.00187424987321463,0.000245651133726574,NA,0.0112808156868346,0.0968209024254937,0.00573329878762659,0.00491023383543677,0.0050031115050825,-0.0351100992001024,-0.212544391746482,-0.0350838119016783,0.0215304887409267,0.0215304869523588,0.0215304435024983,1.56119079017254e-10,7.48193777464783e-13,0,0.0234264825931344,NA,NA,1.27844594813987e-10,1.28677262082456e-10,6.87855569604719e-13,5.67179153884593e-13,0.023335041299533,-0.00594106434421923,-0.00594106273335999,-0.00593534389021771
"v_MDH_Vmax",-0.0214632540576216,-0.0105655876615234,-0.0105993727917054,-0.010599375945258,-0.0053821311924223,-0.00538213394150178,-0.00606457578956555,-0.00606452732591782,-0.0298763846926293,0.0614574779426614,0.0614574755320452,0.061442132174098,0.0984926775804658,0.0365831180220697,0.098491308533615,0.144745946618896,0.07528309749365,0.0752820038173005,0.0752820160263834,0.0433239939786381,-3.21109404896738,-2.32816620844909,-0.0669441207196108,0.0213915932484443,-0.00909129080151251,-0.00898424384268458,-0.00898419994238244,-0.00898418402280432,-0.00216907077036045,-0.00329645283599594,-0.00329644450236241,-0.0101306927413454,-0.0101306581115396,0.622087186189429,0.694503474242764,-0.0179243394789947,-0.017924340812884,0.00037082908723759,0.000370841448153275,0.0614966667939196,0.0614965907681361,-0.00168366287229971,-0.000221189891093143,NA,-0.0101306790196616,-0.0869388841640602,-0.00514887631094451,-0.00441162898833282,-0.00449322176504656,0.0315292751588106,0.190866182431215,0.0315044544117798,-0.019337269088622,-0.0193372675237723,-0.0193372258526685,-1.51171345972725e-10,-6.51652644888682e-13,0,-0.021027566811762,NA,NA,-1.24224302342381e-10,-1.22933064694174e-10,-7.60261419036795e-13,-9.05073117900946e-13,-0.0209482061698675,0.00533571711237821,0.00533571738833215,0.00533032004318951
"v_ACEA_Vmax",-0.0354176560662037,-0.0104580213980846,-0.0104524555720461,-0.0104524592875441,-0.000889971060247122,-0.000889973892370952,0.00294263275941406,0.00294268202043152,0.447617045896219,0.105225832288999,0.105225829823039,0.117001467856913,0.234564745656896,0.0381239050251085,0.234563350014654,0.38133490634056,0.160920974841342,0.160919863409486,0.160919875772597,-0.0193432729271343,0.0469239825805445,0.659663582601174,0.140980481870736,-0.0684913202242483,0.191270311536972,0.0519564953607328,0.0519565405956163,0.0519565569953081,-0.414256041704267,-0.467362776637007,-0.467362768291154,0.0610087290845063,0.0610087642880363,0.0569036164606878,0.0318006218559493,0.663548878097805,0.663548876787932,0.00022554038896596,0.0002255529753853,0.0748874639715057,0.0748873872349158,-0.0109296448442377,-0.00969796848745158,NA,0.0610087429833596,0.493135302983655,0.0589628641215493,0.0136598330249162,0.0449984456677038,0.0187534262029651,0.0617399564866875,0.0187281293648556,0.0114407615873029,0.0114407633602805,0.0114408052358963,-1.51026534273861e-10,-7.72329060608808e-13,0,0.0102533125219011,NA,NA,-1.23777799604216e-10,-1.22571035447013e-10,-7.96464343752833e-13,-5.5511151231258e-13,0.0103398009694303,-0.061036577640843,-0.0610365776906875,-0.0610420918629836
"v_ACEB_Vmax",-0.00431162704127092,-0.0012733142842639,-0.00127263833931816,-0.00127264136191668,-0.000108513512758555,-0.000108516813371934,0.000358309529995257,0.000358356952711983,0.0545092604265722,0.0128093785780265,0.0128093760166031,0.0142427584011335,0.0285555340419059,0.00463921249822722,0.0285541226194781,0.0464215122548632,0.0195891559892409,0.0195880322402643,0.0195880448748152,-0.00235664560457588,0.00569650658905625,0.0803183893685234,0.0171724904680639,-0.00835340993780369,0.0232914200843386,0.00632784242988217,0.00632788893845778,0.00632790580545403,-0.0504416438409731,-0.0569077848407629,-0.0569077757504671,0.00743053488981219,0.0074305699977814,0.00692995674467886,0.00387300916156768,0.08080009713381,0.0808000959573006,2.74915571457676e-05,2.75039082964095e-05,0.00911613872878899,0.00911605884396132,-0.00133057801506714,-0.00118068005376285,NA,0.00743054943124593,0.0600460587593559,0.00718075638944136,0.00165948748119313,0.00548016964367545,0.00228770413755612,0.00752121272071636,0.0022625806497186,0.00139412113423645,0.00139412242838377,0.00139416699188964,-1.58954974786679e-10,-1.15849359091321e-12,0,0.000931749236622081,NA,NA,-1.30221920203675e-10,-1.28315232835295e-10,-1.23089944034529e-12,-9.77478967333022e-13,0.00100580394194155,-0.00742816126112049,-0.00742816090238093,-0.00743408876813289
"v_PTA_Vmax",-7.91918600723818e-07,2.65563864490824e-06,8.63541409739546e-06,8.64007010290445e-06,6.62296073875609e-06,6.62461446184162e-06,9.472094004856e-06,9.48065363429005e-06,-0.000266443333760695,4.32802112673714e-06,4.32828727792612e-06,4.47645175044197e-05,9.93026280971599e-05,8.1884464870656e-06,9.93377811916549e-05,0.000167431330054115,6.51712873920786e-05,6.51748379958657e-05,6.51757006470904e-05,-0.00952654018343464,0.00101982905015514,0.000317202874862901,-0.000405762348277758,0.0026906271348915,4.5828442457929e-05,3.40948251313372e-05,3.41048171646055e-05,3.41084607093153e-05,-3.3437408000305e-05,-3.27375554882372e-05,-3.27397990890474e-05,3.99088510327195e-05,3.99146694286953e-05,-6.07160477664186e-06,8.86219589143124e-06,0.000122745277102644,0.000122745239741993,-8.19483455876881e-06,-8.19027770941333e-06,-9.98093125307165e-05,-9.97852376556779e-05,8.54598589278493e-05,9.43616805462272e-05,NA,3.99102126609069e-05,-0.000166012220225076,3.67153457893853e-05,0.0765590981958186,4.77672403719787e-05,-0.000784734628621347,-0.00154989762807907,-0.000790845855323005,0.108874866674231,0.10887486875024,0.108874858141715,-5.06237563946341e-11,-3.01691039300316e-13,0,0.108805904582576,NA,NA,-3.7337283023832e-11,-3.98956230371001e-11,-1.93082265152202e-13,7.24058494320757e-14,0.108882662488175,-4.18713128974447e-05,-4.18672698402042e-05,-3.78205153545821e-05
"v_ACK_Vmax",-9.32964680769425e-06,2.10955656958692e-05,7.01976008243073e-05,7.0201225534771e-05,5.4280427944393e-05,5.42831112328152e-05,7.74366038361735e-05,7.7389553138786e-05,-0.00219886501609861,4.44563001319154e-05,4.44586554852127e-05,0.000378183002302008,0.000833529206173441,7.32921051314705e-05,0.000834860987295479,0.00140479454738555,0.000548935084214202,0.000549994776354703,0.000549983015952292,-0.0783014310398348,0.0084155104463629,0.00262116107297802,-0.00334339262678525,0.0221645136104059,0.000376050602374561,0.000277829396618227,0.000277786310730882,0.000277770683364194,-0.000281841959860804,-0.000277709177530572,-0.000277716823837602,0.000324714618839169,0.000324681054994646,-5.20174711881061e-05,7.11270620529034e-05,0.00101176810878309,0.00101176936721899,-6.74516245953766e-05,-6.74636280632787e-05,-0.00081499813060395,-0.000814925155560423,0.000701950434098838,0.000775533451070801,NA,0.000324701406949119,-0.00136337033015669,0.000299984876117831,0.629309611766331,0.000390861413855368,-0.00646516210222439,-0.0127460822374625,-0.00644104435204159,0.894919222129418,0.894919225911126,0.894919179450883,1.36038523441409e-10,9.6541132576101e-13,0,0.897965980588541,NA,NA,1.16959582116024e-10,1.13942671723019e-10,9.41276042616984e-13,4.22367455020441e-13,0.897884102819887,-0.000315706374149736,-0.000315708743427226,-0.0003104670236773
