"","ACCOA","ACEx","ACO","ACP","ADP","AKG","AMP","ASP","ATP","BPG","CAMP","CIT","COA","CYS","DAP","E4P","ei","eiia","eiiaP","eiicb","eiicbP","eiP","F6P","FDP","FUM","G6P","GAP","GL6P","GLCx","GLX","HCO3","hpr","hprP","icd","icdP","ICIT","KDPG","MAL","MG","MN","NAD","NADH","NADP","NADPH","OAA","P","PEP","PGA2","PGA3","PGN","PYR","PYRx","Q","QH2","R5P","RU5P","S7P","SUC","SUCCOA","SUCx","tal","talC3","tkt","tktC2","X5P","Px","Pp","GLCp","ACEp","ACE","Hc","Hp","FAD","FADH2","O2","FEED"
"v_FBA_Vmax",-0.000766061198484406,-0.000775788369529415,-0.0025752028542413,-0.00127040326670504,0.00032177356262055,-0.00109866534064415,0.000453601999661277,0,-8.15301363777231e-05,0.00110327020123139,-7.29848007438847e-05,-0.00259140333811873,0,0,0.000268108887784054,0.000159602543022656,-0.00192469288017804,-0.000202304073169348,5.97858836927653e-06,-2.15299481895346e-05,2.96540545805944e-06,0.000100745078301388,0.00110661864938921,-0.0422435048538324,-0.00178948022638104,0.000905790163266985,0.000263455162480445,-0.0153515316695424,-2.72901031069036e-06,-0.000905658288148621,0,-0.000210964703661525,7.68241738391222e-06,8.86781846149826e-05,-9.352472193737e-07,-0.00256019515563967,-0.00618171821603317,-0.00177824929161938,0,0,5.89063839177797e-05,-0.000524736611676107,0.000149398883475213,-0.000281218793494421,-0.00264312777333895,-0.000462823374099685,0.00148916756925397,0.00150606667511742,0.00150722366115373,-0.0162579898977308,-0.0007022057847971,NA,0.000378237733350378,-0.000183041251628799,0.00213132391714,0.00223208190792609,0.00331722555344755,-0.00164044027667148,-0.00158276808261676,NA,-0.000907382512347139,4.41059359260829e-05,-0.00099384542005271,0.000244740709131429,0.00210019860648241,0,-1.49867295653147e-08,-3.56343393298428e-06,-0.000775788385846481,-0.000775788766491415,0,-3.69337224017519e-05,0.0007017953809077,-0.000238835759391812,0,0
"v_TPI_Vmax",-0.000139113327646673,-0.00014088571203599,-0.000467656834581368,-0.000230703642890558,5.84183593048679e-05,-0.000199514085371678,8.23641207889498e-05,0,-1.48172868141013e-05,0.000200338335406645,-1.32100040847449e-05,-0.000470598583215042,0,0,-0.00780981199395491,2.89839101052804e-05,-0.000349509167256338,-3.67368337259615e-05,1.0856648216093e-06,-3.90966987388276e-06,5.38494126448455e-07,1.82945176727905e-05,0.000200958303784392,-0.00767115586046702,-0.000324964065457624,0.000164488857903904,4.78415902493072e-05,-0.00278774446380444,-4.95566539779413e-07,-0.000164457980289957,0,-3.83095369006166e-05,1.39506686437885e-06,1.61149226196044e-05,-1.69956343072291e-07,-0.000464931686306856,-0.00112256336571322,-0.000322924617006305,0,0,1.06970410686146e-05,-9.52889797969874e-05,2.71291822065301e-05,-5.10662173133643e-05,-0.000479990020156683,-8.40510534873405e-05,0.000270412954636549,0.000273481665715036,0.00027369179467505,-0.00295235182738249,-0.000127517592246005,NA,6.86858554752667e-05,-3.32392668436119e-05,0.000387037334971567,0.000405334149725512,0.000602391903113446,-0.0002978956256736,-0.000287415717911453,NA,-0.000164778328729448,8.00952437612781e-06,-0.000180477870905025,4.44438150804338e-05,0.000381384936707067,0,-2.72352276772388e-09,-6.47091515879888e-07,-0.000140885716586067,-0.00014088582373661,0,-6.7045586417466e-06,0.000127442244849931,-4.33712819483304e-05,0,0
"v_GDH_Vmax",0.126232049842312,0.0220331509077921,0.648914581606925,0.357526725259221,-0.247488920987022,0.149065186235735,-0.443712752444915,0,0.0674563400526517,0.378867103591961,0.0620449459180515,0.644118589937952,0,0,-1.01976253073521,-0.626935264006106,0.0601824813590603,0.00632576898096071,-0.000186942201858303,0.000673211752354888,-9.27241321063765e-05,-0.00315015910268109,0.286964043627758,-2.00314761669956,0.114693033055949,0.27120297864426,-1.02025433673803,-0.749959566452786,8.53323753643976e-05,0.0344742873429408,0,0.00659657497035305,-0.00024021858212044,-0.0728665578797267,0.000768489338434816,0.653357500695204,-1.00840199632753,0.112643274665322,0,0,-0.0145705715794452,0.12979429109554,-0.108598893248799,0.204419531430041,-0.301548294576807,0.196565928258378,0.0579744729697037,0.0617348827124374,0.0627804469602588,-0.793624000625034,0.053793800025337,NA,-0.0813043193696321,0.0393457422886529,-0.0084115190615053,-0.0105286197316627,0.924603558256581,0.199353824850787,0.317931717419473,NA,-1.26275592870599,0.0613798825942899,-0.749087811798593,0.184467602894356,-0.015478125726015,0,3.15662204228868e-06,0.000111423648790649,0.0220331508772934,0.0220331501540162,0,0.0201402173313189,-0.126093220168181,0.0429121804239751,0,0
"v_PGK_Vmax",1.61509897427022e-06,2.67351582427118e-07,8.07615682902192e-06,4.94283724593713e-06,-3.65228564858072e-06,1.82224699410283e-06,-6.27124784437899e-06,0,7.4249623451865e-07,-0.0403239734827943,1.5650380533426e-06,8.01724106250456e-06,0,0,-1.3376814287632e-05,-8.16444399195099e-06,8.55331902500841e-07,8.9907711518546e-08,-2.65698270479784e-09,9.56831405511402e-09,-1.31796897247745e-09,-4.47710971482171e-08,3.97912967153473e-06,-2.62771936688137e-05,1.37233154978038e-06,3.75231740240562e-06,-1.33832283382814e-05,-9.65292707915954e-06,1.21294725575186e-09,5.05751796252191e-07,0,9.37566223726403e-08,-3.41403565341104e-09,-8.24662049036299e-07,8.69711718350987e-09,8.13077808612943e-06,-1.31708102103758e-05,1.34610851827901e-06,0,0,-1.8718911848426e-07,1.6674762458501e-06,-1.40094547342836e-06,2.63704913255139e-06,-4.16134665093671e-06,2.84202161249472e-06,5.87702113376441e-07,6.38806112792202e-07,6.53665725363481e-07,-1.02304173316556e-05,6.92583901473123e-07,NA,-1.04098766163905e-06,5.03767080829575e-07,8.52072230985248e-08,5.66028570473846e-08,1.24905338479988e-05,2.50407424158865e-06,4.05914453320232e-06,NA,-1.6773749048433e-05,8.15336447471767e-07,-9.96018365809042e-06,2.45275832392435e-06,-1.20818271778773e-08,0,5.41272526889213e-11,1.58381867279388e-09,2.67351731317115e-07,2.67355227380963e-07,0,2.79404269811017e-07,-1.60659615224931e-06,5.46758874247455e-07,0,0
"v_GPM_Vmax",0.000678302557117147,0.000229792035728522,0.00216627154900316,0.00183019801747296,-0.00117240555645835,0.000277657467574208,-0.00208262390344061,0,0.000319732369691519,-0.0391103045149507,0.000289519757287634,0.00216987204801452,0,0,4.73459388401671e-05,0.000549329615559921,0.000914110833199375,9.60819633014104e-05,-2.83946085874868e-06,1.02253979499348e-05,-1.4083848970227e-06,-4.78477208014006e-05,0.00130621104098265,9.62581587955304e-05,0.00113995711925592,0.00125997402764896,4.70351964694142e-05,0.000461165277436566,1.2961116297612e-06,0.0015181700459081,0,0.000100195230836426,-3.64867466022072e-06,-0.000345375003773786,3.64250785637254e-06,0.00216293604482267,0.000671903903199054,0.00113102902432152,0,0,-7.92325620261138e-05,0.00070580170089781,-0.000482126634159428,0.000907523987303975,-0.000267478856700409,0.000987851997378564,0.000240191588204184,0.000250741899006633,-0.0408799119538482,0.000469616540251695,0.000622046755410259,NA,-0.000466599158532539,0.000225802151217407,0.000841108678842073,0.00078450520234565,0.00160217389444061,0.001276536863262,0.00178067116767061,NA,-0.00119795976190604,5.82302787792445e-05,-0.000602357730566113,0.000148334393914725,0.000789390247156855,0,1.82286979745634e-08,1.69241143133519e-06,0.000229792032944768,0.00022979196752969,0,9.79325698942054e-05,-0.000742408596799281,0.00025265729291429,0,0
"v_ENO_Vmax",0.00205515510886774,0.000696354384269124,0.00656270374135113,0.00554665662941082,-0.00355361422784775,0.000840886879318876,-0.00631194960869229,0,0.000968576064611328,-0.118507018314943,0.000878956425946789,0.00657362372756511,0,0,0.000143515477033103,0.00166472293027187,0.00276996097586799,0.000291149940868959,-8.60420470358315e-06,3.09852537768438e-05,-4.26772218235082e-06,-0.000144989332097658,0.00395859728735794,0.000291772218255185,0.00345377133956218,0.00381843431171234,0.000142573904178508,0.00139809435338828,3.92750873780901e-06,0.00460031385795337,0,0.000303614064734057,-1.10563043791113e-05,-0.00104630581397728,1.10348956047843e-05,0.00655258755020574,0.00203620028932679,0.00342672184842369,0,0,-0.000240064744377597,0.00213849080272829,-0.0014607767690034,0.00274967169259791,-0.000810902514742506,0.00299433486981061,0.000727391248239831,-0.124588913318802,-0.123869993138793,0.00142369154721126,0.0018848063279903,NA,-0.00141373179582384,0.000684149714911557,0.00254928094022495,0.00237776787693258,0.00485587130144589,0.00386760894980077,0.00539500344884701,NA,-0.00363052226431182,0.000176471972836826,-0.00182559749154249,0.000449564907941582,0.00239255721471384,0,5.53323878873687e-08,5.1283860244189e-06,0.000696354334131674,0.000696353168699082,0,0.000296740317934584,-0.00224937511478118,0.000765509760355157,0,0
"v_PYK_Vmax",0.0804718215029158,0.0383834941653509,0.209082132811863,0.183379035600273,-0.105241333492455,0.0451637812708025,-0.183961279140954,0,0.0285043909246571,-0.0385710848650811,0.0259336769129807,0.209586617681296,0,0,0.0136414520248759,-0.00152878098920357,0.185329971238609,0.0194799873672166,-0.000575682061646166,0.0020731323119365,-0.000285540759056666,-0.00970081131020924,-0.0545794949498437,0.0262136882269952,0.0503660130760937,-0.0484667042474788,0.0134870939633606,-0.0782573469324459,0.000262778090829204,0.117322773832008,0,0.020313925242273,-0.000739744843035612,-0.0308081104055326,0.00032491866024059,0.208614786182179,0.0255506032190622,0.0487655174630348,0,0,-0.00700025508877516,0.0623580991169036,-0.0346975066603393,0.0653123419690146,-0.196007891758711,0.0882753039427838,-0.179616111009535,-0.175932662424546,-0.174227104551256,-0.0752627288497233,0.0565848351786914,NA,-0.0417299653066531,0.0201944555142464,-0.0537463408045239,-0.0560340154080191,-0.110250073198133,0.120148705070938,0.165649331245948,NA,0.0669431478851835,-0.00325396417796114,0.0459069192617325,-0.0113048686935265,-0.0540425253699134,0,1.62965191939742e-06,0.000343125264318787,0.0383834941071719,0.0383834927523973,0,0.00875034985797279,-0.0680212744963336,0.0231490733599404,0,0
"v_PPS_Vmax",-7.32363797327253e-06,-5.65924327526424e-08,-2.50732816067283e-05,-1.42164797484197e-05,4.69965144334945e-06,-4.52009836372637e-06,0.000144983067888773,0,-8.59531227130088e-06,-1.0746208651343e-06,-8.3588409332545e-06,-2.5017680164325e-05,0,0,-1.25347099946742e-06,5.32221510065904e-07,-1.47776001068132e-05,-1.55327050182004e-06,4.59028851743006e-08,-1.65304691451165e-07,2.27679895502969e-08,7.73510831580526e-07,6.1904182286966e-06,-2.43604655118804e-06,-5.00693338865873e-06,5.50175334349986e-06,-1.23927034369603e-06,6.64039689285729e-06,-2.09529762592991e-08,-9.88516774961701e-06,0,-1.619765809023e-06,5.89848588217259e-08,8.62033356547529e-06,-9.09146010463771e-08,-2.51247870234889e-05,-2.41297372641865e-06,-4.86634591188516e-06,0,0,6.04383869933111e-07,-5.3838369613827e-06,3.00558099790356e-06,-5.65751091370953e-06,1.63632065901222e-05,-5.44190741731168e-06,1.27556067930445e-05,1.24507185018267e-05,1.23156332240219e-05,6.29447895622994e-06,-4.98888127233331e-06,NA,3.70346964807769e-06,-1.79222655656695e-06,5.85693357959757e-06,6.04564002229064e-06,1.18628357545504e-05,-1.08796914975411e-05,-1.87355452190258e-05,NA,-7.28451924213977e-06,3.54084933263517e-07,-4.87060971479222e-06,1.19941836423914e-06,5.85012158427454e-06,0,-1.4605653810578e-10,-2.73595912573626e-08,-5.65921485168192e-08,-5.65859235840213e-08,0,-4.7614748961599e-07,6.0701450868687e-06,-2.06579830288478e-06,0,0
"v_PDH_Vmax",0.00993077259900194,0.00569096703517922,0.0334450324008696,0.0202101801981322,-0.0107709601420989,0.0118959888988044,-0.018178957684935,0,0.00247411144825005,0.00681368860699048,0.0037587950212139,0.0334412680824964,0,0,-0.00253173332214142,0.00239803616941393,-1.84630295713241,-0.194065855487593,0.00573512855487958,-0.0206532121212503,0.00284464904936804,0.0966418787478046,0.00185391790932976,-0.00522333540617096,0.0075059406709135,0.0016482931629793,-0.00248715412170583,-0.0495653727094353,-0.00261788073901569,0.00542619236221277,0,-0.202373784479142,0.00736957341687946,-0.00271458047448609,2.86294044778649e-05,0.0334485186377107,-0.855553717422989,0.00729483990322308,0,0,-0.00066759541191387,0.00594692340928895,-0.00301947913776675,0.00568367219980323,-0.0107442888567179,0.00883692062223687,-0.00612901135444713,-0.00635050744322476,-0.006404272248487,-0.0519803682675458,-1.11050383036757,NA,-0.00412918849290015,0.00199824545064552,-0.00994640978966405,-0.0110574130994321,-0.0123309200222402,0.0153165037231178,0.0197434157009954,NA,-0.00334066593475224,0.00016238267299453,0.00229979822355629,-0.000566339831856083,-0.00999998512455616,0,1.61035078414944e-07,-0.0034183253869697,0.00569096698504224,0.00569096581608958,0,0.000878884872699794,-0.00732173279590465,0.00249173998635834,0,0
"v_ZWF_Vmax",-0.0145198811029241,-0.0275405095550591,0.159764784405039,0.0415341457050291,-0.0527591394269451,-0.0641615376528604,-0.0999926779225355,0,0.0147173048609023,0.0386182751495281,0.0133776851981797,0.155699269604338,0,0,-0.0571724933329491,-0.0989234120442278,5.96307468626552e-05,6.26764559201496e-06,-1.85224658025445e-07,6.67025522863183e-07,-9.18722107215056e-08,-3.12127932254575e-06,-0.0200854379588783,-0.116653818887548,0.0332889752407959,-0.0575412143104237,-0.0562611034021211,0.849483742683692,8.45476773603187e-08,0.0607187696589667,0,6.53596922749152e-06,-2.38011580723142e-07,-0.0158686722410818,0.000167359427766097,0.163531002657375,0.260199148322778,0.0342962892600916,0,0,-0.00472556285300234,0.0420951969634299,-0.0969745315975366,0.182538585033459,-0.0733263326989021,0.0484816928364909,-0.0180700577856164,-0.0248484061578887,-0.0269822247235683,0.851406126612636,-0.0054673309049969,NA,-0.0224093898776097,0.0108446154620436,0.146753269555963,0.161208172570615,0.257990933068,-0.00781046422419563,0.0110265714689806,NA,-0.0484498000500894,0.00235504183446753,-0.0953864927803344,0.0234895260535702,0.14374041237187,0,8.74228230251585e-07,1.10400376276259e-07,-0.027540509611019,-0.0275405109370797,0,0.00483464090644589,-0.0234268917599899,0.00797266502224748,0,0
"v_PGL_Vmax",-3.87906029256076e-05,-2.65837712525145e-05,-2.29536285433686e-05,-5.93170791033818e-05,2.29015857912283e-05,-4.36877092837478e-05,3.67613305199379e-05,0,-5.82313830057522e-06,3.09929981837868e-05,-6.04167929848337e-06,-2.47612937860523e-05,0,0,-2.80737789102004e-05,-3.82719153745991e-05,-7.63023450401866e-05,-8.02012635276168e-06,2.37014480029555e-07,-8.53531355791876e-07,1.17560114100238e-07,3.99392856762899e-06,1.44159764812945e-05,-5.66129572943127e-05,-7.55011995553082e-06,-2.79607908999137e-06,-2.76523389937673e-05,-0.0562743681021414,-1.08188521681661e-07,-2.44780080781765e-05,0,-8.3634672684808e-06,3.0456122485176e-07,6.32769322357951e-06,-6.67352131308976e-08,-2.12790697277371e-05,9.163949728185e-05,-6.49621787612945e-06,0,0,1.02208875041463e-06,-9.10474175358751e-06,-2.38246369887813e-05,4.48459556010504e-05,5.20363484537944e-05,-1.74576030713411e-05,6.69637037682015e-05,6.27844618987256e-05,6.12436562402547e-05,0.000365248435886992,-2.54239726729853e-05,NA,8.35377516013559e-06,-4.04265734660675e-06,7.96164768469425e-05,8.6236145859467e-05,0.000146443521877359,-5.24331109321718e-05,-6.37745511259917e-05,NA,-4.64307195515558e-05,2.25689855712204e-06,-5.62629064635777e-05,1.38550958550184e-05,7.85585292570085e-05,0,-3.31123068631931e-10,-1.41268303307357e-07,-2.65837726785602e-05,-2.65838061817605e-05,0,-1.71821148349527e-06,1.87582808223188e-05,-6.38383816603369e-06,0,0
"v_GND_Vmax",-0.0144109266542647,-0.0147359611111159,-0.0351170988489825,-0.0114755621337707,-0.00326489813743424,-0.028504176367644,-0.0083437981619975,0,0.00102295172759753,-0.00230935334903644,0.000950359233527251,-0.0354850678589409,0,0,0.0183358148001105,0.00134865949832442,-0.00787528027701455,-0.000827769014250209,2.4462632327621e-05,-8.80942414192697e-05,1.21335702105158e-05,0.000412219391461175,0.00984893025792245,0.037250082877408,-0.00380034286400493,0.00463960179171259,0.0180531826160022,-0.726662595761821,-1.11663098769867e-05,0.00783704237439703,0,-0.000863205781960199,3.143420185821e-05,-0.00109286299615079,1.15259125892237e-05,-0.0347762192883316,-0.267961267176662,-0.00335816250783869,0,0,-0.000234583322016539,0.00208966242772286,-0.00671439555331288,0.0126387438380468,-0.0108282889210353,0.00240200890547953,-0.0105369454602097,-0.00814840281033134,-0.00734776932122292,-0.765542241586864,-0.00793785129361566,NA,-1.62304243289799e-05,7.85441759749969e-06,0.0600060084462034,0.063831090801132,0.0773478034717198,-0.0198300266489505,-0.0180030214536274,NA,0.0042324101933778,-0.000205728466424616,-0.0155820028623246,0.00383716657903508,0.0589299395421396,0,-9.29773680911763e-10,-1.4580526791325e-05,-0.0147359612056077,-0.0147359634084349,0,0.00030095143563616,0.00351513287208743,-0.00119627380312425,0,0
"v_RPE_Vmax",0.000866177890533774,0.00026675593066334,0.0047309324245416,0.00234720712029581,-0.00152994193569297,0.00123226388352822,-0.00271736164363355,0,0.000412434457822117,0.0024370124233468,0.000391126820180535,0.00470010415053562,0,0,8.96957260284759e-05,-0.00457048261467115,0.000459356186948117,4.82829003707895e-05,-1.42687966949861e-06,5.13844526952366e-06,-7.07738515872255e-07,-2.40442905377054e-05,0.00186043279323359,0.000182591911127993,0.00125171615724256,0.00179566076885638,8.90876843647689e-05,7.00705064841628e-05,6.51319738191954e-07,0.00018162785909116,0,5.03498860259078e-05,-1.83352403756533e-06,-0.000445930486455432,4.70301908174819e-06,0.00475949139764808,0.000402376182934455,0.00123940933827945,0,0,-0.000100933915302813,0.000899116819890137,-0.000720101041882707,0.00135547161853531,-0.000614335595249162,0.00126735258920393,0.000475134859339515,0.000488305692148221,0.000491184592791248,5.43457610650712e-05,0.000420530117298108,NA,-0.0005689329794856,0.000275324737355192,-0.00798963240295484,-0.00766027083478789,-0.00154660320577189,0.00154306100875886,0.00221991676776911,NA,-0.00168574070224753,8.19402736718505e-05,-0.00522023817120175,0.00128551660673662,0.00651925687638075,0,2.18480116747928e-08,8.50467510434387e-07,0.00026675604539846,0.000266758719777842,0,0.000127776891632013,-0.000904274647768369,0.000307743721676995,0,0
"v_RPI_Vmax",-0.0036493094207328,-0.0012273274285304,-0.0188454465742558,-0.00962086681433556,0.00614616753639069,-0.00495527983688442,0.0109162024616884,0,-0.00167771329368181,-0.00904528727151485,-0.00151307606239511,-0.0187325373454827,0,0,-0.000313126579882427,0.0172446433913657,-0.00249687914203023,-0.000262446509683882,7.75594688144437e-06,-2.79305291650178e-05,3.8469830039133e-06,0.000130695285105575,-0.00674276357171433,-0.00063167978246873,-0.00494349052301839,-0.00654654260017667,-0.000311439369882385,-0.00309562446288555,-3.54031099018867e-06,-0.0011130667881341,0,-0.00027368183289931,9.966302722726e-06,0.00181211080238688,-1.91114808756642e-05,-0.0189500424915611,-0.00277822365989257,-0.00488881707040436,0,0,0.000407432088602818,-0.00362939496480675,0.00282397849051072,-0.00531567442814654,0.00303072967736893,-0.00511152413371457,-0.00113628995049806,-0.00119020519491957,-0.00120431421283839,-0.00321705277817657,-0.00184535619409836,NA,0.00231146333536607,-0.00111859051785657,0.030601640479556,-0.0238967125016168,0.00662103744963445,-0.00638531061667466,-0.00910496980550079,NA,0.00609620879532549,-0.000296323756413309,0.0194223635099264,-0.00478287963400905,-0.0240968148558568,0,-8.9914337593426e-08,-4.62279822342833e-06,-0.00122732717002784,-0.00122732114719309,0,-0.000512859641982916,0.00369632470485238,-0.00125793720240176,0,0
"v_X5P_GAP_TKT_kcat",0.00246133383466098,0.000557291433511718,0.0169518550779687,0.00718385738154139,-0.00487572130736921,0.00455582565294993,-0.00872910805020429,0,0.0013348933816951,0.0109334269842316,0.00120324123063391,0.0168130036365353,0,0,0.000174647206095716,-0.0193863713858928,-0.000861158207094187,-9.05163056639818e-05,2.67498202157659e-06,-9.63308515193751e-06,1.3268031096951e-06,4.50759971711177e-05,0.00871390388338863,0.000379194188163112,0.00456106470895685,0.0083474895295012,0.000174394978218535,0.00147551809090205,-1.22104322166722e-06,-0.00100918971888204,0,-9.43913048104914e-05,3.43732084738536e-06,-0.00144146545868632,1.52024586357809e-05,0.0170804836415702,0.00132028365001272,0.00453303690843521,0,0,-0.000322726436407077,0.00287483910938883,-0.00253283605741774,0.00476764674544088,0.000377401491453375,0.00403815966120735,0.00475086899051006,0.00475100428731515,0.00473735262823934,0.0013637645623132,0.00092975042019171,NA,-0.0017849437471457,0.000863790967402415,-0.0331198572851893,-0.0316866383327839,-0.00491629208659772,0.00473815079325866,0.00691793765956434,NA,-0.0081593994857548,0.000396611071688491,-0.022852914604268,0.00562767449920184,-0.031960625292945,0,6.93032411154594e-08,-1.59437944237514e-06,0.000557291457738295,0.000557292076679342,0,0.000407570822848218,-0.00281175745324603,0.000956900323261555,0,0
"v_F6P_E4P_TKT_kcat",0.00154885979611366,0.000433790282856395,0.00938583078319058,0.00430323288935793,-0.00284131716569063,0.00250586159829108,-0.00506805086898633,0,0.000776348543338807,0.00542188020628658,0.000701730113408879,0.00931746375344261,0,0,0.000115403805570105,-0.0125047200422333,0.000220000620713058,2.31241745019075e-05,-6.83377005138383e-07,2.46096009943531e-06,-3.3895792131033e-07,-1.15155928290363e-05,0.00422477866232498,0.000241600699753145,0.00249833231292841,0.00406599036775408,0.000115058719465068,0.00130435385360954,3.11936667836675e-07,-0.000111202298521812,0,2.41141221738691e-05,-8.78131520997828e-07,-0.000838466392460689,8.84291088673833e-06,0.00944916408550942,0.00106566032924383,0.00247797953304298,0,0,-0.000188231469042628,0.0016767612708294,-0.00140088576244403,0.00263693673586572,-0.000482031123923172,0.00235617354289474,0.00179745079215094,0.00180766713681082,0.00180577998775853,0.00130243148451756,0.000679507996761146,NA,-0.00105308664588772,0.000509622073037792,-0.00230874443011171,-0.0023338406675753,-0.00486495850754884,0.00285102732943201,0.00411642015903082,NA,-0.00391597868912163,0.000190347403446393,0.00202923924250314,-0.000499712974708408,-0.00235841839783134,0,4.06332060211927e-08,4.07314637198e-07,0.000433790330877512,0.000433791450592933,0,0.000237533197588808,-0.00167095005397565,0.000568659521261879,0,0
"v_S7P_R5P_TKT_kcat",-0.000371962809957263,-0.000124731887567472,-0.00193849134887874,-0.000982191283943354,0.000628835296898607,-0.000512773467281018,0.00111568127267791,0,-0.000170493067723447,-0.000945270909434311,-0.000157799766930698,-0.00192675033323932,0,0,-2.916433759541e-05,0.00307964480731917,-0.000240338250980664,-2.52619076553893e-05,7.46552166505994e-07,-2.68846571036611e-06,3.70293033535732e-07,1.25801346653116e-05,-0.000706954510891602,-5.89430125096373e-05,-0.000508368034182681,-0.000686342013377979,-2.90356151208889e-05,-0.000406921366181467,-3.40774163577976e-07,-0.000102227415936196,0,-2.63433689317103e-05,9.59310882253782e-07,0.000184253769658322,-1.9432381776567e-06,-0.00194936805771577,-0.000314214452023829,-0.000502814636081927,0,0,4.15585351846286e-05,-0.000370202404065343,0.0002890590472219,-0.000544106051728594,0.000293372879393102,-0.000522357474272054,-0.000138281782912455,-0.000143237913425768,-0.000144437743307551,-0.000423252706699669,-0.000186429284441438,NA,0.000235673945473109,-0.000114050107252091,-0.00400089874901913,-0.00376704794997175,0.00160257868582949,-0.000652418051972975,-0.000930149631506492,NA,0.000642512807777674,-3.12311823851101e-05,0.00307216749876308,-0.00075654064223394,-0.00379745477885734,0,-9.17223334989636e-09,-4.44969436912516e-07,-0.00012473189616386,-0.000124732096437431,0,-5.24328472832248e-05,0.000377075270292861,-0.000128326661526308,0,0
"v_F6P_GAP_TAL_kcat",-0.00123242001012635,-0.000509063382058978,-0.00463810980471741,-0.00300458688634402,0.00182166146395206,-0.0011411771967238,0.0032075185811907,0,-0.00049268758910881,-0.00106795378983002,-0.00045556006339404,-0.00462504666842918,0,0,-0.000158614148036349,0.00456386366464054,-0.00192738340080061,-0.00020258687542087,5.98694589954362e-06,-2.15600450969011e-05,2.96955063890463e-06,0.00010088590944324,-0.000581083068476391,-0.000309066838312994,-0.00117850394125803,-0.000602521346578299,-0.000157115513139091,6.37881278883687e-05,-2.73282505863058e-06,-0.00114629811465788,0,-0.000211259612657615,7.69315660226773e-06,0.000532560700739688,-5.61666749168568e-06,-0.00465021111399501,-0.000680394621062784,-0.00115671364907453,0,0,0.000120814405100472,-0.00107621173145348,0.000721658166039344,-0.00135840264844251,0.00209689653489101,-0.00151834851176088,0.00131960313581938,0.00128105535236014,0.00126482045271588,1.42643085244811e-05,-0.000755461299310678,NA,0.000702363009092004,-0.000339895766429033,-0.00545533036178133,-0.00509036055452765,-0.0107030651440046,-0.00198367279791754,-0.00278105792731935,NA,0.013918423473025,-0.000676544991014075,0.00414987420223715,-0.0010219327218673,-0.00515219926430859,0,-2.69688903291702e-08,-3.56841505883871e-06,-0.000509063493481757,-0.000509066091429557,0,-0.000151980553482457,0.00113442363418079,-0.000386068272497475,0,0
"v_S7P_E4P_TAL_kcat",-0.0251079376191739,-0.0103925629529791,-0.0945251882064344,-0.0612520678677223,0.0370934700668112,-0.023251210475567,0.0653558412688391,0,-0.0100717661109722,-0.0217924894136149,-0.00917501236480618,-0.0942585907984797,0,0,-0.00323545556823898,0.0929874570798036,-0.0392591089688049,-0.00412651636610544,0.000121948818788385,-0.000439159140134832,6.04871349424896e-05,0.0020549574670968,-0.0118397977781576,-0.00630474997034994,-0.0240183389160542,-0.0122768008972011,-0.00320489914020875,0.00128191611868051,-5.56652363978181e-05,-0.0233492135211474,0,-0.00430317243280708,0.000156702832210516,0.0108834276018481,-0.000114782395619728,-0.094772158238137,-0.0138731483603475,-0.0235745268337148,0,0,0.00246117331845682,-0.0219240710212727,0.0147001334048756,-0.0276705801748752,0.0426898544306483,-0.0309714431106842,0.0268644183664849,0.0260787037804892,0.0257478944448968,0.000272386052697961,-0.0153925444832012,NA,0.0143084535821377,-0.00692431511102244,-0.111157287450617,-0.10372140886028,-0.218080524589599,-0.0404124447747591,-0.0566345408786159,NA,0.0077633835966803,-0.000377361580957381,0.0845535436848917,-0.0208218439468819,-0.1049812446695,0,-5.58134791518163e-07,-7.26854697506665e-05,-0.0103925629023561,-0.0103925617219849,0,-0.00308897978413986,0.023110420891743,-0.0078649633155289,0,0
"v_EDD_Vmax",0.0152524241306128,0.0160593875424291,0.0390893722675121,0.0109188423812231,0.00473204356518772,0.0321302194330662,0.0112193719996407,0,-0.00143952780308589,0.00516789382032743,-0.00132115542952875,0.0394672058499292,0,0,-0.0211549641382045,-0.00116348747367959,0.00541200755378901,0.000568855004858093,-1.68110798617127e-05,6.05396549762565e-05,-8.33836745906613e-06,-0.000283283182535747,-0.0088186830491641,-0.0429470632420384,0.00419270042523921,-0.0107366905178751,-0.0208294407779426,-0.283315273913131,7.67365243064896e-06,-0.011079440306793,0,0.000593207668314855,-2.16020441681122e-05,0.0015413397688089,-1.62557860711394e-05,0.0387393550795014,0.304482024178293,0.00371759564206109,0,0,0.0003328134560578,-0.0029646940315278,0.00765011992743597,-0.0144000908678685,0.0157851995283073,-0.00358666099635039,0.0159722436696487,0.0131793333968609,0.0122326329222321,-0.29898697743072,0.00811401806344888,NA,0.000449144842607579,-0.000217355453623487,-0.065875987568711,-0.0701929324135302,-0.0834261332711169,0.0210570498865378,0.0185392210272914,NA,-0.00744538114930591,0.000361904157562927,0.0159579073009284,-0.00392973542049717,-0.0647019602008597,0,-1.53466837895469e-08,1.00199523413325e-05,0.0160593875859699,0.0160593886016514,0,-0.000426145654147457,-0.0032455266363794,0.00110452111839159,0,0
