"","ACCOA","ACEx","ACO","ACP","ADP","AKG","AMP","ASP","ATP","BPG","CAMP","CIT","COA","CYS","DAP","E4P","ei","eiia","eiiaP","eiicb","eiicbP","eiP","F6P","FDP","FUM","G6P","GAP","GL6P","GLCx","GLX","HCO3","hpr","hprP","icd","icdP","ICIT","KDPG","MAL","MG","MN","NAD","NADH","NADP","NADPH","OAA","P","PEP","PGA2","PGA3","PGN","PYR","PYRx","Q","QH2","R5P","RU5P","S7P","SUC","SUCCOA","SUCx","tal","talC3","tkt","tktC2","X5P","Px","Pp","GLCp","ACEp","ACE","Hc","Hp","FAD","FADH2","O2","FEED"
"v_EDA_Vmax",0.00127833181039391,0.00134699725529996,0.00327701928839963,0.000917001251797792,0.000397166480626599,0.00269299790292527,0.000939775552424534,0,-0.000119383321413947,0.000434727694851463,-0.000114515874049855,0.0033086764941982,0,0,-0.001773063990558,-9.74094275746343e-05,0.000453240422826993,4.76399541479789e-05,-1.40787920347563e-06,5.07005056583343e-06,-6.9831827888573e-07,-2.37241703580906e-05,-0.000738924250381903,-0.00359952909467923,0.000351553470661583,-0.000899708071822687,-0.00174577918397443,-0.0237467054236555,6.42690223705727e-07,-0.000928909207975534,0,4.9679422222677e-05,-1.80910857343381e-06,0.000127936752305488,-1.34928878546751e-06,0.00324769294634165,-0.431388063548254,0.000311738131187132,0,0,2.79199133326824e-05,-0.000248709898502097,0.000641425324532272,-0.00120737753741694,0.00132438706134565,-0.000298805596633954,0.00133959042490205,0.0011055028069993,0.00102615204242402,-0.0250603038313457,0.000680123007310987,NA,3.77749443188044e-05,-1.82804953253e-05,-0.00552134003732379,-0.00588317411589093,-0.00699221324524652,0.00176465639917957,0.00155253473628682,NA,-0.00062419482917195,3.03407842465605e-05,0.00133744556597863,-0.000329354414262018,-0.00542292663124453,0,-8.94956019188663e-10,8.39186936662826e-07,0.00134699713648824,0.00134699439026253,0,-3.60340920510882e-05,-0.000271830799533402,9.25097500931695e-05,0,0
"v_PCK_Vmax",0.0307018969750307,0.0285347338311814,0.0383569752524648,0.0388800899700471,-0.00600735524225783,0.0109316278648595,-0.00616445946977142,0,0.00141767670789218,0.00997634663620757,0.00118857282626867,0.0381928289940845,0,0,0.00112819986488927,0.00453052168461874,0.00658286117309928,0.000691922919259101,-2.04480429061135e-05,7.36369965165474e-05,-1.01423164110901e-05,-0.000344569708279341,0.00812237048733656,0.00228065922310169,-0.078552836695814,0.00817120146850179,0.00111811771361656,-0.000878561563427591,9.33379296735274e-06,0.00150838301799404,0,0.000721544130140435,-2.62755002592476e-05,-0.00155202782063308,1.63685079425235e-05,0.0385090361985118,0.0040847305194879,-0.0796944377169064,0,0,-0.000902600333812564,0.0080403414393109,-0.00593661960400388,0.0111747087050514,-0.307125754023373,0.00747164028468058,0.00228298942257387,0.00246025707860231,0.00251084084343029,-0.000685208190102499,0.00464809411465786,NA,-0.0052350118567683,0.00253338849661129,0.00416525402158398,0.00359685925377924,0.00758194546444824,0.00959166047696285,0.00956523862142764,NA,-0.00654488705238142,0.000318133053194661,-0.0026402413609663,0.000650176103865901,0.00375235865825174,0,2.06985723002232e-07,1.21876988091112e-05,0.0285347337887771,0.0285347328010712,0,0.000644769127989149,-0.0084443805617883,0.00287380068301531,0,0
"v_PPC_Vmax",-0.0155259636766178,0.00546360751847538,0.000685669070560086,-0.0346422995051717,0.0301014354806403,0.00548685341565766,0.0552425288117901,0,-0.00821332075495444,-0.0383204056810505,-0.00777930412631431,0.000811929051989318,0,0,0.00154875386182465,-0.00766222980419195,0.00104814609755137,0.000110170502194724,-3.25581227449605e-06,1.17247530696609e-05,-1.61489678588518e-06,-5.48635897338481e-05,-0.0265212440755772,0.0031446735060147,0.0722774642777521,-0.0244672476914906,0.00152627349217353,-0.0209936068995628,1.4861611629835e-06,-0.00144767432484114,0,0.000114886893112858,-4.18368124336866e-06,0.00886901167123108,-9.35372973254055e-05,0.000568705030263988,-0.00589426407668293,0.0730167111877668,0,0,-0.000121684755876522,0.0010839647931943,0.000374951426430369,-0.000705784309398243,0.238475897475068,-0.0148610749656664,-0.000267605291795934,-6.58039407483912e-05,4.69033872378092e-08,-0.0206962785273915,0.000547884365981133,NA,-0.000458693479945261,0.000221976342758413,-0.0201518270779949,-0.0197750210921984,-0.039631926276787,0.00749975290098267,-0.0159346880375711,NA,0.0270432726654077,-0.00131451602274494,0.0156129115328442,-0.00384477803444468,-0.0195132371370639,0,3.00900627691755e-08,1.9405698397251e-06,0.00546360757539224,0.00546360890431165,0,-0.00189575287864079,-0.00110160516838697,0.000374899456771205,0,0
"v_MAD_Vmax",0.0154919382102721,0.00909036586450726,0.0339211817975139,0.0346168488514382,-0.0183827678257346,0.00479622913844452,-0.0317537208498999,0,0.00497146082580934,-0.000407078779757685,0.00447415657788364,0.0338972908666346,0,0,0.00198036122405218,0.00141973651713915,0.0265875048367955,0.00279460651130702,-8.25875707509842e-05,0.000297412363665579,-4.09637878268438e-05,-0.00139168190599652,-0.00389615619402443,0.00381815286397979,-0.0206748291942426,-0.00308242096999172,0.00195720951618733,-0.0111717700529767,3.76982461959213e-05,0.0179418223968048,0,0.00291424355654513,-0.000106124080533505,-0.00537423160024665,5.66794948969651e-05,0.033943312845731,0.00394083753568512,-0.0212006496060415,0,0,-0.00176545149557654,0.0157265982378276,-0.00719650262301847,0.0135462309978815,-0.0847591494558812,0.016579217741105,-0.0247929880509225,-0.0242751893218258,-0.0240367489626296,-0.0106985929063835,0.00841447583087503,NA,-0.0055919024488729,0.00270609918826447,-0.00580183403755915,-0.00626700658167611,-0.0117366079858248,0.0146264797628113,0.0214021752217258,NA,0.00591915965354857,-0.000287717773622654,0.00488539372929237,-0.00120305904895451,-0.00590547188811,0,2.14612514038564e-07,4.92248827656919e-05,0.00909036580825377,0.00909036449684418,0,0.00177038939000016,-0.00913985928618797,0.00311048675131012,0,0
"v_GLT_Vmax",-0.967898360456433,-0.954403504077378,0.236887040490757,-0.852865202398016,-0.130241729474753,0.0488675080307922,-0.393424837460092,0,0.0439628040331705,0.168273391152605,0.0413448274779566,0.235220836358494,0,0,0.00249402137662753,0.0453733256335405,0.0430598739784552,0.00452601341331656,-0.000133754949943087,0.000481675091986582,-6.63430263973959e-05,-0.00225390264559929,0.11311480518786,0.00486232548686092,-0.100212767947631,0.108132260479524,0.00249193601147716,0.0483714621332214,6.10543091775424e-05,0.11268714002133,0,0.00471977194869634,-0.000171873575488377,-0.0467166938724166,0.00049269901346174,0.238430580728934,0.0372680748276218,-0.1025917117259,0,0,-0.0054256659611041,0.0483316981315265,-0.036221886859127,0.0681817366434657,-0.547115886113756,0.0919279026259158,-0.00719536235098877,-0.00653071932585214,-0.00629564630277503,0.048934609795376,0.0236649325232395,NA,-0.0277891856603657,0.0134480694985292,0.0733909298094177,0.0691588153693361,0.141478752157259,0.0645121214929927,0.14683582016581,NA,-0.105392212823105,0.00512289152826976,-0.0539748066241695,0.013291636892014,0.0694982085630406,0,1.06000536083092e-06,7.97223083526862e-05,-0.954403504142883,-0.954403505669672,0,0.00999683997287088,-0.043920876696954,0.0149472000371915,0,0
"v_ACN_1_Vmax",-0.000567813432233879,-0.000215498133797212,-0.00134949173894778,-0.000847781793734351,0.000457213308212183,0.000106615534275717,0.000789593208509,0,-0.000122073582393078,-0.000581298669244723,-0.000115637401124851,-0.0689956956582008,0,0,2.64787743292014e-05,-0.000112465853675589,3.1192386482254e-05,3.27862713078873e-06,-9.68917046147896e-08,3.48923752421344e-07,-4.80585830109282e-08,-1.63271748338762e-06,-0.000403371638922526,5.36989492771738e-05,0.00116609423306893,-0.000370920438542242,2.61054129125043e-05,-0.000332492161855723,4.42274660429062e-08,1.21455729044806e-05,0,3.41898497800063e-06,-1.24504649493218e-07,0.000132059354567633,-1.39276784476133e-06,8.58382636503659e-05,-8.57511054694171e-05,0.00117758704922743,0,0,-3.75665294610116e-06,3.34641725578783e-05,-5.39558944673327e-06,1.01563088004947e-05,0.00377809266385356,-0.000216836587814259,-6.76157312302193e-06,-3.2024363576289e-06,-2.03514926476195e-06,-0.000327382764559165,1.66709464728347e-05,NA,-1.65119786805427e-05,7.99067092076115e-06,-0.000310517153427638,-0.000305627558639812,-0.000611606512357031,0.000145005262534183,-0.000217110705507454,NA,0.000414506539934968,-2.01482822208227e-05,0.000241508373388787,-5.94729616938107e-05,-0.000301179351442843,0,8.44328296785176e-10,5.77504587713221e-08,-0.000215498134144038,-0.000215498142169458,0,-2.82234126785072e-05,-3.2340211696418e-05,1.10060558960563e-05,0,0
"v_ACN_2_Vmax",-0.000487102676789456,-0.000184864017656619,-0.060210678332438,-0.000727306824481706,0.000392274809825428,9.14769686268714e-05,0.000677413855596841,0,-0.000104702985976575,-0.000498682673688229,-9.92969187034028e-05,-0.0591888695542231,0,0,2.27147120657194e-05,-9.64876191151298e-05,2.67498917067314e-05,2.81167627264926e-06,-8.30919681319573e-08,2.99228952031378e-07,-4.12140174137433e-08,-1.40018164328025e-06,-0.000346062112963305,4.6065654719925e-05,0.00100036593112811,-0.00031822111369537,2.23944100519765e-05,-0.000285252930777146,3.79285395404295e-08,1.04125582239862e-05,0,2.93204362961104e-06,-1.06772619618709e-07,0.000113270758364409,-1.19461339914842e-06,7.36901160545992e-05,-7.35692949897725e-05,0.00101022513942643,0,0,-3.22311548916278e-06,2.87114321840539e-05,-4.63107887320532e-06,8.71724321036785e-06,0.00324111606418194,-0.000186042403460829,-5.77878429693049e-06,-2.72571250539737e-06,-1.72446502777474e-06,-0.000280869220480052,1.43026567854873e-05,NA,-1.41677845945796e-05,6.8562408132146e-06,-0.000266403104004483,-0.000262208371231567,-0.000524714841795372,0.000124407255281544,-0.000186241285863869,NA,0.00035561325303514,-1.72856046460376e-05,0.000207195853731623,-5.10232872193273e-05,-0.000258392005264494,0,7.2376326101238e-10,4.95255905572718e-08,-0.000184864017935506,-0.000184864023944075,0,-2.42143171179493e-05,-2.77486935791933e-05,9.44346506132951e-06,0,0
"v_ICD_kcat",-0.0143781863922243,-0.00522194920486358,-0.817020930304946,-0.0356519839356287,0.0222432224709019,0.0861123835658537,0.0393648733955567,0,-0.00605818507798767,-0.046603718453777,-0.0054850611832993,-0.804038568747789,0,0,0.000584094646314288,-0.0113445505802417,-0.0646483153125189,-0.00679517020131141,0.000200814174982618,-0.000723167155287183,9.9604688656407e-05,0.0033839162884059,-0.0356964292059261,0.00111277598460604,-0.0289792775889766,-0.0330822143949505,0.000561840384842112,-0.0324708542786427,-9.16644269705914e-05,-0.19479515272858,0,-0.007086071274239,0.000258043909466489,0.00654460812510906,-6.90229059989121e-05,-0.829047554236458,-0.0445990412846562,-0.0289233735042863,0,0,0.00124026863097653,-0.0110482822753369,-0.000710233181279927,0.001336896995291,0.00416587130009625,-0.0181660141579042,-0.0186248979289427,-0.0184947810094786,-0.0183991354322366,-0.0321395545669658,-0.0444915889955237,NA,0.00963656354753812,-0.00466343914868654,-0.0296575078905242,-0.0288558852534453,-0.0553906542591596,-0.0239545442406579,-0.0338784827185292,NA,0.0350832402807856,-0.00170532176531108,0.0206767089869467,-0.00509177012702325,-0.0282778668495454,0,-3.77871801529542e-07,-0.000119691792565062,-0.00522194915133466,-0.00522194790389307,0,-0.00174170246976199,0.014840997634017,-0.00505070429061394,0,0
"v_ACEK_1_k",0.0138724093613005,0.00504351522329097,0.788197045566875,0.0343932925880901,-0.0214534910776354,-0.0830733434225886,-0.0379657469144133,0,0.00584270016067577,0.0449533839421638,0.00529110982271549,0.775672787283475,0,0,-0.000562967381563472,0.0109435863852589,0.0623703862962504,0.00655573652432185,-0.000193738314485576,0.000697685733136341,-9.60950309023397e-05,-0.00326468160986344,0.0344332837562224,-0.00107246260861423,0.0279611971222795,0.031911693114052,-0.000541504323800684,0.0313213220872175,8.84345507510908e-05,0.187927046442698,0,0.00683638746653921,-0.000248951510488776,-0.971075708737229,0.0102414790908298,0.799799290996348,0.0430260042983388,0.0279072516300532,0,0,-0.0011967006619967,0.0106601798847103,0.000684421482079051,-0.00128831072300904,-0.00401404421586437,0.0175235266489865,0.0179683540772289,0.017842899114627,0.0177506494923978,0.0310017945841755,0.0429238277260839,NA,-0.00929768445013196,0.00449944479054635,0.0286081285424281,0.027834768148263,0.0534302159076853,0.0231129716928941,0.0326816104668933,NA,-0.0338413992547474,0.00164495851161968,-0.019944712287815,0.00491151131857768,0.0272772075038781,0,3.64595596181053e-07,0.000115474347581229,0.00504351517393998,0.00504351402363497,0,0.0016799812131047,-0.0143192380663491,0.00487313851301779,0,0
"v_ACEK_2_k",-0.0137324520950079,-0.00448537377876532,-0.787611406875697,-0.0345376760454363,0.0220072750146946,0.0833597679788658,0.0390579715017289,0,-0.00599798208497926,-0.0456236116924076,-0.00543790387830535,-0.775086635643056,0,0,0.000613725169017846,-0.0110383025946223,-0.0622457649951096,-0.00654263862293397,0.000193351238995048,-0.000696291810169091,9.59030404370384e-05,0.00325815849981155,-0.0348778744187139,0.00117536318996018,-0.0276198349848689,-0.0323113940263013,0.000591623001010534,-0.0317860074871677,-8.8257865673302e-05,-0.187934321424139,0,-0.00682272882659917,0.000248454122406585,0.971219098907771,-0.0102429913594021,-0.799214127445412,-0.0430894242541894,-0.0275676154985018,0,0,0.00118015393736375,-0.0105127820720924,-0.00076792834349314,0.0014454986368611,0.00440042572314111,-0.017727280911309,-0.0179392562251165,-0.0178067196233483,-0.0177122698838056,-0.0314571111136267,-0.0428401176121717,NA,0.00920702266553964,-0.0044555706737184,-0.0289768155086044,-0.028204127528695,-0.0541648354213592,-0.0228037813014261,-0.0328770399023361,NA,0.0343215525087072,-0.00166829774113316,0.0202394645759036,-0.00498409592985064,-0.0276385454238097,0,-3.60734495137093e-07,-0.000115243639220324,-0.00448537374208375,-0.00448537288673774,0,-0.00171075969002102,0.0141652318023669,-0.00482072693556468,0,0
"v_LPD_Vmax",0.100606959426079,0.0279057387745544,-0.0555320703362947,0.28257023900404,-0.187176968904778,-0.640131972860913,-0.333783139700776,0,0.0509711945902981,0.248894974201049,0.0466908476458615,-0.0484494195478737,0,0,0.0124559859009665,0.0856797389134897,0.0400966725960108,0.00421455218941718,-0.000124550496288273,0.000448528236971236,-6.17775780794189e-05,-0.00209879844279575,0.183461277347944,0.0249887877531688,0.136310586321766,0.179466587046548,0.0123577940680995,0.0289323797797574,5.68528082864383e-05,-0.114628333149636,0,0.00439497707299764,-0.000160045958179211,-0.0550651727043016,0.000580746495576924,-0.0620933109337883,0.0402058833229866,0.134496331202367,0,0,-0.0125503537572481,0.111798240723981,-0.093886941770829,0.17672670567863,-0.113487379152989,0.155746216900632,0.00700851194704374,0.00923744249591929,0.00993603126187085,0.0312690037925528,0.02621132044934,NA,-0.0691108917667666,0.0334449554210138,0.105622900964295,0.0963216967527809,0.201461160844969,0.192283736289105,0.275092256139945,NA,-0.161616703342887,0.00785584454698605,-0.0752369987536255,0.0185275859390618,0.0984009039637081,0,2.69179579522266e-06,7.42361542486762e-05,0.0279057387234517,0.0279057375321543,0,0.015693075607912,-0.11088537884549,0.0377366314939168,0,0
"v_SK_Vmax",4.25244487097286e-06,2.00996041087798e-06,1.07350531101123e-05,9.95989006644897e-06,-5.97499374573743e-06,2.28886186525258e-06,-1.01860065716201e-05,0,1.36819775063073e-06,-1.99853680279587e-06,2.11753688236828e-06,1.07657902032734e-05,0,0,7.31870592366636e-07,-2.54464493301439e-08,9.93831345288079e-06,1.0446185002439e-06,-3.08709881085565e-08,1.11172095549432e-07,-1.53121511493245e-08,-5.20205533847162e-07,-2.72306544715002e-06,1.40514706436645e-06,2.56198021130025e-06,-2.41490039714801e-06,7.23701702039753e-07,-4.01610805054835e-06,1.40915320858452e-08,6.30133408021279e-06,0,1.08933841796713e-06,-3.96687922575447e-08,-1.50119374114584e-06,1.58325103977581e-08,1.07066144137821e-05,1.41073145618035e-06,2.47719192112358e-06,0,0,-3.69678140969424e-07,3.29308436303151e-06,-1.82978861072948e-06,3.44427499654632e-06,-1.06448033675561e-05,4.90287296343278e-06,-9.73644809141349e-06,-9.53894346088913e-06,-9.44711841789806e-06,-3.86072440341419e-06,3.00249416800297e-06,NA,-2.20174313902873e-06,1.06549370202183e-06,-2.69669528797821e-06,-2.81957106899035e-06,-5.5695542038491e-06,6.30573176528689e-06,-0.0019807522077784,NA,3.39148169856886e-06,-1.64852332610224e-07,2.3350227123999e-06,-5.75014097051724e-07,-2.71661464823845e-06,0,9.11299003262771e-11,1.8400145147264e-08,2.00996180989943e-06,2.00999425890537e-06,0,4.85118931004097e-07,-3.58377901842048e-06,1.219635511078e-06,0,0
"v_SDH_Vmax",0.0152512973914517,0.00560026447693475,-0.307507610642482,0.0527307709661411,-0.0345652384737716,-0.165871836452986,-0.0616280611720075,0,0.00947236813075562,0.0748312433918433,0.00845363429757911,-0.300791097673304,0,0,-3.95430500716355e-07,0.0192627281393896,0.1343762950414,0.0141242575349706,-0.000417406928604957,0.00150315572602919,-0.000207035616780938,-0.00703371977042209,0.0577060607208153,9.61949998368532e-05,0.0911100291478269,0.0536256162333818,2.8492946151308e-05,0.0525634735374485,0.000190531201494564,0.388996543257822,0,0.0147289167523964,-0.000536363114265346,-0.0102287229911292,0.000107877533934628,-0.313729667858812,0.0865717976975916,0.0912682427647719,0,0,-0.00277147113881637,0.0246881963279847,0.000184942785186626,-0.000348124334583285,0.0902843079341948,0.0326323643111077,0.0310744412164925,0.0310295365004817,0.0309254871539076,0.0521424357986989,0.0901527927701113,NA,-0.0207925709271007,0.0100621854232046,0.0483667198697478,0.0468470551119189,0.0891518555917371,-1.09958723323992,-1.08816738545655,NA,-0.0558043776404599,0.00271253222403871,-0.0327672138015726,0.00806913326898985,0.0458890796341045,0,8.20528595293785e-07,0.000248788126178369,0.00560026444045236,0.00560026358980301,0,0.00293192151923878,-0.0323291150412628,0.0110022792324142,0,0
"v_FUMA_Vmax",1.02013525640841e-05,1.39227178182874e-05,-0.000491419096228821,5.28105366339685e-05,-2.80070525597887e-05,-0.000260350335444573,-4.83451216833344e-05,0,7.56543628311166e-06,8.47272030780352e-05,6.83450558819923e-06,-0.00048055935814785,0,0,1.41551752052103e-06,2.38441852691627e-05,0.000215915771881967,2.26948602526275e-05,-6.70689574563218e-07,2.4152710078123e-06,-3.32664994847174e-07,-1.13017778072412e-05,6.81833639000773e-05,3.02830517447088e-06,-0.031211811985742,6.35227593848092e-05,1.44123059582065e-06,6.49838247125579e-05,3.06145680495935e-07,0.000620869919106263,0,2.36664266334955e-05,-8.61828318845422e-07,-8.18224070283648e-06,8.62941694703001e-08,-0.000501479342950699,0.000133106940833242,0.00021256710178883,0,0,-4.54215875122987e-06,4.04614369942587e-05,6.47062679015544e-07,-1.2179893334138e-06,0.000361993323120831,3.87279324827223e-05,4.93613222482739e-05,4.94743804511814e-05,4.93686038479307e-05,6.45795492628655e-05,0.000144684038523044,NA,-3.36635480608372e-05,1.62908601268573e-05,5.90499710208375e-05,5.69627643856507e-05,0.000106572271933817,-0.00175186383893026,-0.00175497920772044,NA,-6.46601782045339e-05,3.14299367267345e-06,-3.82142201381063e-05,9.41049291549632e-06,5.56679099338991e-05,0,1.34067538158372e-09,3.99752908378559e-07,1.3922719242999e-05,1.39227526995264e-05,0,2.97026344550241e-06,-5.26924065724983e-05,1.79323364598699e-05,0,0
"v_MQO_Vmax",-0.0714965347930624,0.0229707161877157,-0.0425731953031158,-0.15728778240709,0.135221879800442,0.00324020205648884,0.247872172413076,0,-0.0368560785801279,-0.162565081404899,-0.0349990756093111,-0.0411838996107081,0,0,0.00646082678903031,-0.0323500382705696,0.0145987687858628,0.00153447338658263,-4.53475037214074e-05,0.000163304335520154,-2.24925554898796e-05,-0.000764150020425211,-0.110925325335667,0.0131796873104979,-1.99201215576055,-0.102411023636009,0.00636919242657531,-0.0850058656132801,2.06995004541894e-05,0.0218014809822948,0,0.00160016414950828,-5.8271021840493e-05,0.0398019675739132,-0.000419772644908494,-0.0438602126667875,-0.0168406086468294,-2.0147385966968,0,0,-0.000454977767281872,0.00405293069509741,0.00344796520110439,-0.00649022664710959,1.10056021844092,-0.0666863032547556,0.00862377673693029,0.00939700001894755,0.00962149675301393,-0.0838388465893096,0.011392472460505,NA,-0.00323186334763227,0.00156400131501897,-0.0830479432443299,-0.0814309498815347,-0.163972647379347,-0.100277466817453,-0.205583003137749,NA,0.113004893406046,-0.00549292775597593,0.0648188847350038,-0.015962059588806,-0.0804616051134787,0,1.82186150639542e-07,2.70285908745937e-05,0.0229707162419791,0.02297071750799,0,-0.00857231564160345,-0.00665858469799456,0.00226605671223162,0,0
"v_MDH_Vmax",0.0642010108263517,-0.0206306173185042,0.0382245892566291,0.141240634034897,-0.12142911974894,-0.00291227327314442,-0.222590705985735,0,0.0330971271344084,0.145983275181137,0.0314283610156464,0.0369770749928835,0,0,-0.00580196321833544,0.0290500957683894,-0.0131092446671648,-0.00137790988925956,4.07206631781895e-05,-0.000146642269216981,2.01976229469114e-05,0.000686183179600769,0.099610633779082,-0.0118356411688954,1.78864959019243,0.0919647623727526,-0.00571967402951282,0.0763358881588622,-1.85875147655926e-05,-0.019575383928046,0,-0.00143689817225543,5.23255845188111e-05,-0.0357425799272323,0.000376960191283625,0.0393802629370535,0.0151232824563516,1.80905594126595,0,0,0.000408632366656053,-0.00364008701062156,-0.00309570621254344,0.00582715711410675,-0.98831784338345,0.0598836399621243,-0.00774372874488233,-0.00843810706523488,-0.00863971412913045,0.0752878884442388,-0.0102300404377766,NA,0.00290251438564333,-0.00140461889220676,0.0745770750895732,0.0731250558598211,0.147247275460741,0.0900379692680027,0.184602160790021,NA,-0.101478681594327,0.00493266309056499,-0.0582075631959258,0.0143339799203519,0.0722545620430036,0,-1.63622830066061e-07,-2.42708431779558e-05,-0.0206306173658066,-0.0206306184684381,0,0.00769789489910587,0.00597990325604722,-0.00203508711345814,0,0
"v_ACEA_Vmax",0.0311353986230865,0.0106858062164851,-0.763073694831072,0.114644323783086,-0.0763371743382331,-0.406562074808919,-0.136383152679802,0,0.0209355500619212,0.185049265296613,0.0186816784831985,-0.746788950845209,0,0,-0.00103684767069655,0.0469888033918255,0.312654674388041,0.032863055875101,-0.000971185011776493,0.00349740796957148,-0.000481711909909839,-0.0163654263865112,0.144548626782345,-0.00175808654245695,0.217106211362739,0.134156750381211,-0.00095487670424441,0.133786383180835,0.000443310919576716,0.936595504870709,0,0.0342699226355834,-0.00124796159522064,-0.0226059348046219,0.000238414169538348,-0.778159588188431,0.20852549577322,0.21760547723902,0,0,-0.00620882953169101,0.0553080998361037,0.00305339671339829,-0.00574751644996358,0.232369733393408,0.0727951897573089,0.089008450007163,0.0886212106511562,0.0882397794565802,0.132535842516069,0.214847486297759,NA,-0.0473945785362549,0.0229357417592291,0.121740177311299,0.118215855538096,0.225255703660575,0.124755227575575,0.148239395314413,NA,-0.140858717320758,0.0068468429528223,-0.0832034270190491,0.0204893691942877,0.11573601720823,0,1.87172171252727e-06,0.000578857909243943,0.0106858061649503,0.0106858049635855,0,0.00648306657242737,-0.0734521632745294,0.0249973192750426,0,0
"v_ACEB_Vmax",0.003792302114209,0.00130205597286312,-0.0929097131073898,0.0139555877791105,-0.00928662808350707,-0.0495047357913185,-0.0165980548650544,0,0.0025529979783661,0.0225321634726703,0.00225693249093976,-0.0909268073506733,0,0,-0.000126392781224883,0.00572049551995072,0.038070710032989,0.00400160317960991,-0.000118257323449255,0.000425865412763835,-5.86561372559198e-05,-0.00199275255909463,0.0175972641357483,-0.000214313329874305,0.0264402417184157,0.0163322689869866,-0.000116412417114435,0.0162874404084034,5.39802008145083e-05,-1.29950293570311,0,0.00417291173150061,-0.000151959303581883,-0.00275615253867027,2.90678453143672e-05,-0.094746642176522,0.0253910952437931,0.026501025109919,0,0,-0.000756140207888668,0.00673567826366865,0.000371310093208884,-0.000698930099080681,0.0283007907735672,0.00885929785229205,0.0108427352294812,0.0107955487800549,0.0107490777460263,0.0161352629426732,0.0261624880013178,NA,-0.00577184066022832,0.00279317700331863,0.0148202826294176,0.0143911441671678,0.0274220665402925,0.0151939751430023,0.0180533102201284,NA,-0.0171482015444701,0.000833537640460113,-0.0101290246675626,0.00249433627245022,0.0140892505045124,0,2.27788831778956e-07,7.04852168723221e-05,0.00130205592873869,0.00130205490011447,0,0.000789005304612125,-0.00894537549338196,0.00304429981736959,0,0
"v_PTA_Vmax",4.51793085362888e-05,0.109194333199104,-0.000676807613682323,0.118607562822771,-0.000698652588979464,-2.77077595612835e-05,0.0168239255066247,0,-0.000774140664840751,-0.000626655314770567,-0.000785570793133186,-0.000663174305629305,0,0,6.03973662663137e-06,5.04991627452355e-05,0.000378318545218672,3.97649412400279e-05,-1.17515270465079e-06,4.23193181645648e-06,-5.82880784834986e-07,-1.98025002369445e-05,0.000129212265943548,8.0148640872993e-06,-2.64734021763921e-05,0.000115328749878227,5.97288872175593e-06,-0.000108442446132889,5.36414584899227e-07,0.000169432508561324,0,4.14672792620813e-05,-1.51005805982462e-06,0.000748598336689027,-7.89511477688207e-06,-0.000689437486818977,2.36652760769396e-06,-2.80389763281096e-05,0,0,-8.2483517104468e-06,7.3476110855373e-05,-3.95713425756399e-05,7.44865352847599e-05,-0.000301639739364121,0.000389871774031985,-0.000572207408307191,-0.000566158385273591,-0.000562558745208995,-0.00011640934208928,5.29069815302231e-05,NA,-3.59169864891963e-05,1.73813705163913e-05,9.59169433280756e-05,9.20835583129869e-05,0.000177046007627043,7.51856233427277e-05,-0.000390156087275305,NA,-0.000118250737102327,5.74791716116656e-06,-6.4743093099378e-05,1.59433953121531e-05,9.13393817553521e-05,0,1.28400786071806e-09,7.00428980575681e-07,0.109194333152684,0.109194332073721,0,4.68557739216931e-05,-5.41989156674954e-05,1.84450332121576e-05,0,0
"v_ACK_Vmax",0.000369622131365008,0.897545644312377,-0.00559153943819246,-0.114617869896355,-0.00576849672503242,-0.000235271467529765,0.138265049785372,0,-0.00637689409742943,-0.00515184445982964,-0.00639770949227663,-0.00547917494692518,0,0,4.94539033967455e-05,0.000418424123877916,0.00311519930442942,0.000327438006134339,-9.67660743672997e-06,3.48471651779218e-05,-4.7996385045903e-06,-0.00016306029958658,0.00107340515363374,6.53798064862414e-05,-0.000226130777076996,0.000958183568784646,4.89108259642176e-05,-0.000884360681957512,4.41702312368174e-06,0.00139679578664304,0,0.000341455613777667,-1.24343290147306e-05,0.00616621013265748,-6.50321202126344e-05,-0.00569563091417674,2.11008321918415e-05,-0.000238986865977478,0,0,-6.76444542927445e-05,0.000602575124294944,-0.000324624718007811,0.000611052569203773,-0.00249656365980503,0.00321234149174913,-0.00471675840743833,-0.00466699105899384,-0.00463734479118784,-0.000950164706099362,0.000434126188211303,NA,-0.00029413121710201,0.000142339437596763,0.000797984110720938,0.000766353899544592,0.00147326493135566,0.00061244928319796,-0.00320815720613716,NA,-0.000983144437880463,4.77885620755402e-05,-0.000538943623958798,0.000132718269860981,0.000760059566586631,0,9.68131730380483e-09,5.76757440339721e-06,0.897545644362788,0.897545645530383,0,0.000387312766814551,-0.000443351724927831,0.000150881936455794,0,0
